,Name,Age,Height,Weight,NOC,Year,City,Sport,Event,Medal,Times_Participated,Participation_Number
4,Christine Jacoba Aaftink,21.0,185.0,82.0,NED,1988,Calgary,Speed Skating,Speed Skating Women's 500 metres,no medal,3,1
5,Christine Jacoba Aaftink,21.0,185.0,82.0,NED,1988,Calgary,Speed Skating,"Speed Skating Women's 1,000 metres",no medal,3,1
6,Christine Jacoba Aaftink,25.0,185.0,82.0,NED,1992,Albertville,Speed Skating,Speed Skating Women's 500 metres,no medal,3,2
7,Christine Jacoba Aaftink,25.0,185.0,82.0,NED,1992,Albertville,Speed Skating,"Speed Skating Women's 1,000 metres",no medal,3,2
8,Christine Jacoba Aaftink,27.0,185.0,82.0,NED,1994,Lillehammer,Speed Skating,Speed Skating Women's 500 metres,no medal,3,3
9,Christine Jacoba Aaftink,27.0,185.0,82.0,NED,1994,Lillehammer,Speed Skating,"Speed Skating Women's 1,000 metres",no medal,3,3
34,Pirjo Hannele Aalto (Mattila-),32.0,171.0,65.0,FIN,1994,Lillehammer,Biathlon,Biathlon Women's 7.5 kilometres Sprint,no medal,1,1
87,Agnes Erika Aanonsen (-Eyde),17.0,169.0,65.0,NOR,1984,Sarajevo,Luge,Luge Women's Singles,no medal,1,1
252,Forough Abbasi,20.0,164.0,58.0,IRI,2014,Sochi,Alpine Skiing,Alpine Skiing Women's Slalom,no medal,1,1
734,"Julianne ""Anne"" Abernathy",34.0,165.0,75.0,ISV,1988,Calgary,Luge,Luge Women's Singles,no medal,5,1
735,"Julianne ""Anne"" Abernathy",38.0,165.0,75.0,ISV,1992,Albertville,Luge,Luge Women's Singles,no medal,5,2
736,"Julianne ""Anne"" Abernathy",40.0,165.0,75.0,ISV,1994,Lillehammer,Luge,Luge Women's Singles,no medal,5,3
737,"Julianne ""Anne"" Abernathy",44.0,165.0,75.0,ISV,1998,Nagano,Luge,Luge Women's Singles,no medal,5,4
738,"Julianne ""Anne"" Abernathy",48.0,165.0,75.0,ISV,2002,Salt Lake City,Luge,Luge Women's Singles,no medal,5,5
743,Edme Abetel (-Barr),29.0,167.17142857142858,61.881379310344826,SUI,1952,Oslo,Alpine Skiing,Alpine Skiing Women's Slalom,no medal,1,1
778,Sarah Abitbol,22.0,150.0,43.0,FRA,1998,Nagano,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
808,Ilze bola,19.0,169.0,60.0,LAT,1998,Nagano,Alpine Skiing,Alpine Skiing Women's Giant Slalom,no medal,1,1
809,Agnese boltia,17.0,166.0,60.0,LAT,2014,Sochi,Alpine Skiing,Alpine Skiing Women's Super G,no medal,1,1
810,Agnese boltia,17.0,166.0,60.0,LAT,2014,Sochi,Alpine Skiing,Alpine Skiing Women's Giant Slalom,no medal,1,1
811,Agnese boltia,17.0,166.0,60.0,LAT,2014,Sochi,Alpine Skiing,Alpine Skiing Women's Slalom,no medal,1,1
815,Piroska Abos Gvorgyzakab,25.0,166.30995475113122,57.30637813211845,ESP,1988,Calgary,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,no medal,1,1
816,Piroska Abos Gvorgyzakab,25.0,166.01733102253033,57.46678321678322,ESP,1988,Calgary,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,no medal,1,1
817,Piroska Abos Gvorgyzakab,25.0,167.08,56.733333333333334,ESP,1988,Calgary,Cross Country Skiing,Cross Country Skiing Women's 20 kilometres,no medal,1,1
972,Yekaterina Konstantinovna Abramova,23.0,167.0,65.0,RUS,2006,Torino,Speed Skating,"Speed Skating Women's 1,000 metres",no medal,2,1
973,Yekaterina Konstantinovna Abramova,23.0,167.0,65.0,RUS,2006,Torino,Speed Skating,"Speed Skating Women's 1,500 metres",no medal,2,1
974,Yekaterina Konstantinovna Abramova,23.0,167.0,65.0,RUS,2006,Torino,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),Bronze,2,1
975,Yekaterina Konstantinovna Abramova,27.0,167.0,65.0,RUS,2010,Vancouver,Speed Skating,"Speed Skating Women's 1,500 metres",no medal,2,2
993,Tsvetelina Abrasheva,16.0,161.31335149863762,51.11940298507463,BUL,1994,Lillehammer,Figure Skating,Figure Skating Women's Singles,no medal,1,1
1130,Martina Accola,24.0,170.0,62.0,SUI,1994,Lillehammer,Alpine Skiing,Alpine Skiing Women's Slalom,no medal,2,1
1131,Martina Accola,28.0,170.0,62.0,SUI,1998,Nagano,Alpine Skiing,Alpine Skiing Women's Slalom,no medal,2,2
1308,Brigitte Acton (-Smith),20.0,168.0,63.0,CAN,2006,Torino,Alpine Skiing,Alpine Skiing Women's Giant Slalom,no medal,2,1
1309,Brigitte Acton (-Smith),20.0,168.0,63.0,CAN,2006,Torino,Alpine Skiing,Alpine Skiing Women's Slalom,no medal,2,1
1310,Brigitte Acton (-Smith),20.0,168.0,63.0,CAN,2006,Torino,Alpine Skiing,Alpine Skiing Women's Combined,no medal,2,1
1311,Brigitte Acton (-Smith),24.0,168.0,63.0,CAN,2010,Vancouver,Alpine Skiing,Alpine Skiing Women's Slalom,no medal,2,2
1334,Yurie Adachi,28.0,156.0,51.0,JPN,2014,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,no medal,1,1
1404,Jina Adamikov-Pelcov,24.0,173.0,62.0,CZE,1994,Lillehammer,Biathlon,Biathlon Women's 7.5 kilometres Sprint,no medal,3,2
1405,Jina Adamikov-Pelcov,24.0,173.0,62.0,CZE,1994,Lillehammer,Biathlon,Biathlon Women's 15 kilometres,no medal,3,2
1406,Jina Adamikov-Pelcov,24.0,173.0,62.0,CZE,1994,Lillehammer,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,no medal,3,2
1407,Jina Adamikov-Pelcov,28.0,173.0,62.0,CZE,1998,Nagano,Biathlon,Biathlon Women's 7.5 kilometres Sprint,no medal,3,3
1408,Jina Adamikov-Pelcov,28.0,173.0,62.0,CZE,1998,Nagano,Biathlon,Biathlon Women's 15 kilometres,no medal,3,3
1409,Jina Adamikov-Pelcov,28.0,173.0,62.0,CZE,1998,Nagano,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,no medal,3,3
1454,Bridget Shirley Adams (-Bengough),19.0,161.31335149863762,51.11940298507463,GBR,1948,Sankt Moritz,Figure Skating,Figure Skating Women's Singles,no medal,1,1
1519,"Victoria ""Vicki"" Adams",24.0,164.0,69.0,GBR,2014,Sochi,Curling,Curling Women's Curling,Bronze,1,1
1613,Ulrike Adeberg (-Spielmann),23.0,170.0,60.0,GER,1994,Lillehammer,Speed Skating,"Speed Skating Women's 1,500 metres",no medal,1,1
1631,Gun Margareta del (-Nilsson),25.0,163.0,52.0,SWE,1964,Innsbruck,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,no medal,1,1
1632,Gun Margareta del (-Nilsson),25.0,163.0,52.0,SWE,1964,Innsbruck,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,no medal,1,1
1792,Ruth Adolf,20.0,165.0,56.0,SUI,1964,Innsbruck,Alpine Skiing,Alpine Skiing Women's Downhill,no medal,1,1
1793,Ruth Adolf,20.0,165.0,56.0,SUI,1964,Innsbruck,Alpine Skiing,Alpine Skiing Women's Giant Slalom,no medal,1,1
1885,Viktoriya Adyeva,20.0,160.0,55.0,KAZ,2002,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,no medal,1,1
1915,Katrien Aerts,37.0,162.0,51.0,BEL,2014,Sochi,Freestyle Skiing,Freestyle Skiing Women's Halfpipe,no medal,1,1
1957,Alessia Afi Dipol,18.0,168.0,58.0,TOG,2014,Sochi,Alpine Skiing,Alpine Skiing Women's Giant Slalom,no medal,1,1
1958,Alessia Afi Dipol,18.0,168.0,58.0,TOG,2014,Sochi,Alpine Skiing,Alpine Skiing Women's Slalom,no medal,1,1
2013,Alisa Agafonova,23.0,171.0,51.01052631578948,TUR,2014,Sochi,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,1,1
2020,Marina Aganina,20.0,158.0,51.0,UZB,2006,Torino,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
2103,Marysette Agnel,25.0,167.2341650671785,62.97674418604651,FRA,1952,Oslo,Alpine Skiing,Alpine Skiing Women's Downhill,no medal,2,1
2104,Marysette Agnel,25.0,166.35752688172042,61.264021887824896,FRA,1952,Oslo,Alpine Skiing,Alpine Skiing Women's Giant Slalom,no medal,2,1
2105,Marysette Agnel,25.0,167.17142857142858,61.881379310344826,FRA,1952,Oslo,Alpine Skiing,Alpine Skiing Women's Slalom,no medal,2,1
2106,Marysette Agnel,29.0,167.2341650671785,62.97674418604651,FRA,1956,Cortina d'Ampezzo,Alpine Skiing,Alpine Skiing Women's Downhill,no medal,2,2
2107,Marysette Agnel,29.0,166.35752688172042,61.264021887824896,FRA,1956,Cortina d'Ampezzo,Alpine Skiing,Alpine Skiing Women's Giant Slalom,no medal,2,2
2108,Marysette Agnel,29.0,167.17142857142858,61.881379310344826,FRA,1956,Cortina d'Ampezzo,Alpine Skiing,Alpine Skiing Women's Slalom,no medal,2,2
2126,Meghan Christina Agosta (-Marciano),18.0,168.0,67.0,CAN,2006,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold,3,1
2127,Meghan Christina Agosta (-Marciano),23.0,168.0,67.0,CAN,2010,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold,3,2
2128,Meghan Christina Agosta (-Marciano),26.0,168.0,67.0,CAN,2014,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold,3,3
2157,Debora Agreiter,22.0,166.0,52.0,ITA,2014,Sochi,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,no medal,1,1
2158,Debora Agreiter,22.0,166.0,52.0,ITA,2014,Sochi,Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,no medal,1,1
2395,Annica Gunilla hln,23.0,177.0,75.0,SWE,1998,Nagano,Ice Hockey,Ice Hockey Women's Ice Hockey,no medal,2,1
2396,Annica Gunilla hln,27.0,177.0,75.0,SWE,2002,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze,2,2
2431,Kerstin Lucia Ahlqvist (-Winnberg),24.0,166.35752688172042,61.264021887824896,SWE,1952,Oslo,Alpine Skiing,Alpine Skiing Women's Giant Slalom,no medal,1,1
2432,Kerstin Lucia Ahlqvist (-Winnberg),24.0,167.17142857142858,61.881379310344826,SWE,1952,Oslo,Alpine Skiing,Alpine Skiing Women's Slalom,no medal,1,1
2568,"Pirjo Hannele Ahonen (Nieminen-, Blomqvist-)",31.0,173.0,61.0,FIN,2002,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,no medal,1,1
2595,Neha Ahuja,24.0,162.0,54.0,IND,2006,Torino,Alpine Skiing,Alpine Skiing Women's Giant Slalom,no medal,1,1
2596,Neha Ahuja,24.0,162.0,54.0,IND,2006,Torino,Alpine Skiing,Alpine Skiing Women's Slalom,no medal,1,1
2670,Kerstin Monika ij (-Lenndin),24.0,166.0,63.0,SWE,1988,Calgary,Alpine Skiing,Alpine Skiing Women's Giant Slalom,no medal,1,1
2671,Kerstin Monika ij (-Lenndin),24.0,166.0,63.0,SWE,1988,Calgary,Alpine Skiing,Alpine Skiing Women's Slalom,no medal,1,1
2697,Sarah Catherine Ainsworth,24.0,170.0,61.0,GBR,2010,Vancouver,Freestyle Skiing,Freestyle Skiing Women's Aerials,no medal,1,1
2847,Akiko Akasaka,20.0,150.0,52.0,JPN,1972,Sapporo,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,no medal,1,1
2932,Albina Khamitovna Akhatova,21.0,160.0,55.0,RUS,1998,Nagano,Biathlon,Biathlon Women's 7.5 kilometres Sprint,no medal,3,1
2933,Albina Khamitovna Akhatova,21.0,160.0,55.0,RUS,1998,Nagano,Biathlon,Biathlon Women's 15 kilometres,no medal,3,1
2934,Albina Khamitovna Akhatova,21.0,160.0,55.0,RUS,1998,Nagano,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Silver,3,1
2935,Albina Khamitovna Akhatova,25.0,160.0,55.0,RUS,2002,Salt Lake City,Biathlon,Biathlon Women's 15 kilometres,no medal,3,2
2936,Albina Khamitovna Akhatova,25.0,160.0,55.0,RUS,2002,Salt Lake City,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Bronze,3,2
2937,Albina Khamitovna Akhatova,29.0,160.0,55.0,RUS,2006,Torino,Biathlon,Biathlon Women's 7.5 kilometres Sprint,no medal,3,3
2938,Albina Khamitovna Akhatova,29.0,160.0,55.0,RUS,2006,Torino,Biathlon,Biathlon Women's 10 kilometres Pursuit,Bronze,3,3
2939,Albina Khamitovna Akhatova,29.0,160.0,55.0,RUS,2006,Torino,Biathlon,Biathlon Women's 12.5 kilometres Mass Start,no medal,3,3
2940,Albina Khamitovna Akhatova,29.0,160.0,55.0,RUS,2006,Torino,Biathlon,Biathlon Women's 15 kilometres,Bronze,3,3
2941,Albina Khamitovna Akhatova,29.0,160.0,55.0,RUS,2006,Torino,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Gold,3,3
2971,Sofia Akhmeteli,16.0,163.0,59.0,GEO,1998,Nagano,Alpine Skiing,Alpine Skiing Women's Slalom,no medal,2,1
2972,Sofia Akhmeteli,20.0,163.0,59.0,GEO,2002,Salt Lake City,Alpine Skiing,Alpine Skiing Women's Giant Slalom,no medal,2,2
2973,Sofia Akhmeteli,20.0,163.0,59.0,GEO,2002,Salt Lake City,Alpine Skiing,Alpine Skiing Women's Slalom,no medal,2,2
3127,Yelizaveta Vyacheslavovna Aksyonova,18.0,168.0,60.0,KAZ,2014,Sochi,Luge,Luge Women's Singles,no medal,1,1
4044,Martine Albert,32.0,155.0,47.0,CAN,2006,Torino,Biathlon,Biathlon Women's 7.5 kilometres Sprint,no medal,1,1
4045,Martine Albert,32.0,155.0,47.0,CAN,2006,Torino,Biathlon,Biathlon Women's 15 kilometres,no medal,1,1
4046,Martine Albert,32.0,155.0,47.0,CAN,2006,Torino,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,no medal,1,1
4133,Brigitte Albrecht-Loretan,21.0,175.0,64.0,SUI,1992,Albertville,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,no medal,4,1
4134,Brigitte Albrecht-Loretan,21.0,175.0,64.0,SUI,1992,Albertville,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,no medal,4,1
4135,Brigitte Albrecht-Loretan,21.0,175.0,64.0,SUI,1992,Albertville,Cross Country Skiing,Cross Country Skiing Women's 5/10 kilometres Pursuit,no medal,4,1
4136,Brigitte Albrecht-Loretan,21.0,175.0,64.0,SUI,1992,Albertville,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,no medal,4,1
4137,Brigitte Albrecht-Loretan,23.0,175.0,64.0,SUI,1994,Lillehammer,Cross Country Skiing,Cross Country Skiing Women's 15 kilometres,no medal,4,2
4138,Brigitte Albrecht-Loretan,23.0,175.0,64.0,SUI,1994,Lillehammer,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,no medal,4,2
4139,Brigitte Albrecht-Loretan,23.0,175.0,64.0,SUI,1994,Lillehammer,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,no medal,4,2
4140,Brigitte Albrecht-Loretan,27.0,175.0,64.0,SUI,1998,Nagano,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,no medal,4,3
4141,Brigitte Albrecht-Loretan,27.0,175.0,64.0,SUI,1998,Nagano,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,no medal,4,3
4142,Brigitte Albrecht-Loretan,27.0,175.0,64.0,SUI,1998,Nagano,Cross Country Skiing,Cross Country Skiing Women's 5/10 kilometres Pursuit,no medal,4,3
4143,Brigitte Albrecht-Loretan,27.0,175.0,64.0,SUI,1998,Nagano,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,no medal,4,3
4144,Brigitte Albrecht-Loretan,31.0,175.0,64.0,SUI,2002,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's 15 kilometres,no medal,4,4
4145,Brigitte Albrecht-Loretan,31.0,175.0,64.0,SUI,2002,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's 5/5 kilometres Pursuit,no medal,4,4
4146,Brigitte Albrecht-Loretan,31.0,175.0,64.0,SUI,2002,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Bronze,4,4
4152,Margit Albrechtsson (sberg-),34.0,166.01733102253033,57.46678321678322,SWE,1952,Oslo,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,no medal,1,1
4156,"Tenley Emma Albright (-Gardiner, -Blakely)",16.0,161.31335149863762,51.11940298507463,USA,1952,Oslo,Figure Skating,Figure Skating Women's Singles,Silver,2,1
4157,"Tenley Emma Albright (-Gardiner, -Blakely)",20.0,161.31335149863762,51.11940298507463,USA,1956,Cortina d'Ampezzo,Figure Skating,Figure Skating Women's Singles,Gold,2,2
4197,Lindsay Alcock,24.0,170.0,68.0,CAN,2002,Salt Lake City,Skeleton,Skeleton Women's Skeleton,no medal,2,1
4198,Lindsay Alcock,28.0,170.0,68.0,CAN,2006,Torino,Skeleton,Skeleton Women's Skeleton,no medal,2,2
4203,"Chimene Mary ""Chemmy"" Alcott (-Crawford)",19.0,169.0,69.0,GBR,2002,Salt Lake City,Alpine Skiing,Alpine Skiing Women's Downhill,no medal,4,1
4204,"Chimene Mary ""Chemmy"" Alcott (-Crawford)",19.0,169.0,69.0,GBR,2002,Salt Lake City,Alpine Skiing,Alpine Skiing Women's Super G,no medal,4,1
4205,"Chimene Mary ""Chemmy"" Alcott (-Crawford)",19.0,169.0,69.0,GBR,2002,Salt Lake City,Alpine Skiing,Alpine Skiing Women's Giant Slalom,no medal,4,1
4206,"Chimene Mary ""Chemmy"" Alcott (-Crawford)",19.0,169.0,69.0,GBR,2002,Salt Lake City,Alpine Skiing,Alpine Skiing Women's Slalom,no medal,4,1
4207,"Chimene Mary ""Chemmy"" Alcott (-Crawford)",19.0,169.0,69.0,GBR,2002,Salt Lake City,Alpine Skiing,Alpine Skiing Women's Combined,no medal,4,1
4208,"Chimene Mary ""Chemmy"" Alcott (-Crawford)",23.0,169.0,69.0,GBR,2006,Torino,Alpine Skiing,Alpine Skiing Women's Downhill,no medal,4,2
4209,"Chimene Mary ""Chemmy"" Alcott (-Crawford)",23.0,169.0,69.0,GBR,2006,Torino,Alpine Skiing,Alpine Skiing Women's Super G,no medal,4,2
4210,"Chimene Mary ""Chemmy"" Alcott (-Crawford)",23.0,169.0,69.0,GBR,2006,Torino,Alpine Skiing,Alpine Skiing Women's Giant Slalom,no medal,4,2
4211,"Chimene Mary ""Chemmy"" Alcott (-Crawford)",23.0,169.0,69.0,GBR,2006,Torino,Alpine Skiing,Alpine Skiing Women's Combined,no medal,4,2
4212,"Chimene Mary ""Chemmy"" Alcott (-Crawford)",27.0,169.0,69.0,GBR,2010,Vancouver,Alpine Skiing,Alpine Skiing Women's Downhill,no medal,4,3
4213,"Chimene Mary ""Chemmy"" Alcott (-Crawford)",27.0,169.0,69.0,GBR,2010,Vancouver,Alpine Skiing,Alpine Skiing Women's Super G,no medal,4,3
4214,"Chimene Mary ""Chemmy"" Alcott (-Crawford)",27.0,169.0,69.0,GBR,2010,Vancouver,Alpine Skiing,Alpine Skiing Women's Giant Slalom,no medal,4,3
4215,"Chimene Mary ""Chemmy"" Alcott (-Crawford)",27.0,169.0,69.0,GBR,2010,Vancouver,Alpine Skiing,Alpine Skiing Women's Slalom,no medal,4,3
4216,"Chimene Mary ""Chemmy"" Alcott (-Crawford)",27.0,169.0,69.0,GBR,2010,Vancouver,Alpine Skiing,Alpine Skiing Women's Combined,no medal,4,3
4217,"Chimene Mary ""Chemmy"" Alcott (-Crawford)",31.0,169.0,69.0,GBR,2014,Sochi,Alpine Skiing,Alpine Skiing Women's Downhill,no medal,4,4
4218,"Chimene Mary ""Chemmy"" Alcott (-Crawford)",31.0,169.0,69.0,GBR,2014,Sochi,Alpine Skiing,Alpine Skiing Women's Super G,no medal,4,4
4219,"Chimene Mary ""Chemmy"" Alcott (-Crawford)",31.0,169.0,69.0,GBR,2014,Sochi,Alpine Skiing,Alpine Skiing Women's Combined,no medal,4,4
4222,Zhanbota Yerkinovna Aldabergenova,18.0,168.0,57.0,KAZ,2014,Sochi,Freestyle Skiing,Freestyle Skiing Women's Aerials,no medal,1,1
4262,Ins Alder,21.0,166.30995475113122,57.30637813211845,ARG,1992,Albertville,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,no medal,1,1
4263,Ins Alder,21.0,167.13888888888889,57.12268518518518,ARG,1992,Albertville,Cross Country Skiing,Cross Country Skiing Women's 15 kilometres,no medal,1,1
4264,Ins Alder,21.0,166.77105263157895,57.00797872340426,ARG,1992,Albertville,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,no medal,1,1
4265,Ins Alder,21.0,167.28823529411764,57.108823529411765,ARG,1992,Albertville,Cross Country Skiing,Cross Country Skiing Women's 5/10 kilometres Pursuit,no medal,1,1
4375,Nadezhda Valeryevna Aleksandrova,20.0,172.0,67.0,RUS,2006,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,no medal,1,1
4412,Lyubov Alekseyeva,17.0,154.0,47.0,KAZ,2002,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,no medal,1,1
4422,Nadezhda Aleksieva,22.0,165.0,57.0,BUL,1992,Albertville,Biathlon,Biathlon Women's 7.5 kilometres Sprint,no medal,2,1
4423,Nadezhda Aleksieva,22.0,165.0,57.0,BUL,1992,Albertville,Biathlon,Biathlon Women's 15 kilometres,no medal,2,1
4424,Nadezhda Aleksieva,22.0,165.0,57.0,BUL,1992,Albertville,Biathlon,Biathlon Women's 3 x 7.5 kilometres Relay,no medal,2,1
4425,Nadezhda Aleksieva,24.0,165.0,57.0,BUL,1994,Lillehammer,Biathlon,Biathlon Women's 15 kilometres,no medal,2,2
4426,Nadezhda Aleksieva,24.0,165.0,57.0,BUL,1994,Lillehammer,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,no medal,2,2
4842,Olesya Murtazaliyevna Aliyeva,20.0,169.0,60.0,RUS,1998,Nagano,Alpine Skiing,Alpine Skiing Women's Super G,no medal,2,1
4843,Olesya Murtazaliyevna Aliyeva,28.0,169.0,60.0,RUS,2006,Torino,Alpine Skiing,Alpine Skiing Women's Downhill,no medal,2,2
4844,Olesya Murtazaliyevna Aliyeva,28.0,169.0,60.0,RUS,2006,Torino,Alpine Skiing,Alpine Skiing Women's Super G,no medal,2,2
4845,Olesya Murtazaliyevna Aliyeva,28.0,169.0,60.0,RUS,2006,Torino,Alpine Skiing,Alpine Skiing Women's Giant Slalom,no medal,2,2
4889,Kathleen Allais,26.0,169.0,53.0,FRA,2002,Salt Lake City,Freestyle Skiing,Freestyle Skiing Women's Moguls,no medal,1,1
5010,Lisa-Marie Allen,19.0,161.31335149863762,51.11940298507463,USA,1980,Lake Placid,Figure Skating,Figure Skating Women's Singles,no medal,1,1
5038,Roseanne Allen,17.0,170.0,77.0,CAN,1972,Sapporo,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,no medal,1,1
5039,Roseanne Allen,17.0,170.0,77.0,CAN,1972,Sapporo,Cross Country Skiing,Cross Country Skiing Women's 3 x 5 kilometres Relay,no medal,1,1
5046,Wendy Irene Allen,23.0,163.0,55.0,USA,1968,Grenoble,Alpine Skiing,Alpine Skiing Women's Giant Slalom,no medal,1,1
5047,Wendy Irene Allen,23.0,163.0,55.0,USA,1968,Grenoble,Alpine Skiing,Alpine Skiing Women's Slalom,no medal,1,1
5063,Patricia Kim Alletson,17.0,161.31335149863762,51.11940298507463,CAN,1976,Innsbruck,Figure Skating,Figure Skating Women's Singles,no medal,1,1
5173,Eivor Matilda Alm (-Astergren),27.0,166.01733102253033,57.46678321678322,SWE,1952,Oslo,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,no medal,1,1
5224,Zsuzsa Almssy,13.0,158.0,60.0,HUN,1964,Innsbruck,Figure Skating,Figure Skating Women's Singles,no medal,3,1
5225,Zsuzsa Almssy,17.0,158.0,60.0,HUN,1968,Grenoble,Figure Skating,Figure Skating Women's Singles,no medal,3,2
5226,Zsuzsa Almssy,21.0,158.0,60.0,HUN,1972,Sapporo,Figure Skating,Figure Skating Women's Singles,no medal,3,3
5232,"sa Annelie Charlotte ""Lotta"" Almblad (-Lindefors)",25.0,170.0,69.0,SWE,1998,Nagano,Ice Hockey,Ice Hockey Women's Ice Hockey,no medal,2,1
5233,"sa Annelie Charlotte ""Lotta"" Almblad (-Lindefors)",29.0,170.0,69.0,SWE,2002,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze,2,2
5380,Kseniya Alekseyevna Alopina,21.0,165.0,60.0,RUS,2014,Sochi,Alpine Skiing,Alpine Skiing Women's Slalom,no medal,1,1
5482,"Jennifer ""Jenny"" Altermatt",19.0,166.35752688172042,61.264021887824896,AUS,1980,Lake Placid,Alpine Skiing,Alpine Skiing Women's Giant Slalom,no medal,1,1
5483,"Jennifer ""Jenny"" Altermatt",19.0,167.17142857142858,61.881379310344826,AUS,1980,Lake Placid,Alpine Skiing,Alpine Skiing Women's Slalom,no medal,1,1
5485,Katharina Althaus,17.0,157.0,52.0,GER,2014,Sochi,Ski Jumping,"Ski Jumping Women's Normal Hill, Individual",no medal,1,1
5502,Livia Altmann,19.0,165.0,64.0,SUI,2014,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze,1,1
5514,Jeannette Eleanor Altwegg (-Wirz),17.0,161.31335149863762,51.11940298507463,GBR,1948,Sankt Moritz,Figure Skating,Figure Skating Women's Singles,Bronze,2,1
5515,Jeannette Eleanor Altwegg (-Wirz),21.0,161.31335149863762,51.11940298507463,GBR,1952,Oslo,Figure Skating,Figure Skating Women's Singles,Gold,2,2
5694,Eleonora Alver,23.0,169.0,61.0,ITA,2006,Torino,Curling,Curling Women's Curling,no medal,1,1
5791,Ccile Alzina,24.0,160.0,50.0,FRA,2006,Torino,Snowboarding,Snowboarding Women's Halfpipe,no medal,1,1
5842,Else Amann,32.0,166.01733102253033,57.46678321678322,GER,1956,Cortina d'Ampezzo,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,no medal,1,1
5843,Else Amann,32.0,164.22680412371133,58.357894736842105,GER,1956,Cortina d'Ampezzo,Cross Country Skiing,Cross Country Skiing Women's 3 x 5 kilometres Relay,no medal,1,1
6155,Mathilde Amivi Petitjean,19.0,163.0,60.0,TOG,2014,Sochi,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,no medal,1,1
6182,Amanda Ammar,20.0,157.0,54.0,CAN,2006,Torino,Cross Country Skiing,Cross Country Skiing Women's Sprint,no medal,2,1
6183,Amanda Ammar,20.0,157.0,54.0,CAN,2006,Torino,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,no medal,2,1
6184,Amanda Ammar,20.0,157.0,54.0,CAN,2006,Torino,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,no medal,2,1
6185,Amanda Ammar,28.0,157.0,54.0,CAN,2014,Sochi,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,no medal,2,2
6186,Amanda Ammar,28.0,157.0,54.0,CAN,2014,Sochi,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,no medal,2,2
6187,Amanda Ammar,28.0,157.0,54.0,CAN,2014,Sochi,Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,no medal,2,2
6294,Veronica Ampudia Nio de Rivera,18.0,166.35752688172042,61.264021887824896,MEX,1992,Albertville,Alpine Skiing,Alpine Skiing Women's Giant Slalom,no medal,1,1
