,Name,Age,Height,Weight,NOC,Year,City,Sport,Event,Medal,Times_Participated,Participation_Number
76412,Randy Gardner,17.0,177.84100418410043,73.86238532110092,USA,1976,Innsbruck,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
76527,Rodney Garossino,24.0,175.0,65.0,CAN,1988,Calgary,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,1,1
76864,Emil Paul Ernst Gaste,29.0,177.84100418410043,73.86238532110092,GER,1928,Sankt Moritz,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
77080,Georges Harold Roger Gautschi,19.0,173.39762611275964,65.59163987138264,SUI,1924,Chamonix,Figure Skating,Figure Skating Men's Singles,Bronze,1,1
77306,Alexander Gazsi,29.0,182.0,70.71122994652407,GER,2014,Sochi,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,1,1
77307,Alexander Gazsi,29.0,182.0,73.6,GER,2014,Sochi,Figure Skating,Figure Skating Mixed Team,no medal,1,1
77353,Misha Tszyunovich Ge,22.0,173.0,65.59163987138264,UZB,2014,Sochi,Figure Skating,Figure Skating Men's Singles,no medal,1,1
78357,Markus Arthur Germann,21.0,173.39762611275964,65.59163987138264,SUI,1964,Innsbruck,Figure Skating,Figure Skating Men's Singles,no medal,1,1
78460,Hans Gerschwiler,26.0,173.39762611275964,65.59163987138264,SUI,1948,Sankt Moritz,Figure Skating,Figure Skating Men's Singles,Silver,1,1
78523,Eduards Geels,34.0,177.84100418410043,73.86238532110092,LAT,1936,Garmisch-Partenkirchen,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
78737,Cornel Gheorghe,22.0,173.0,68.0,ROU,1994,Lillehammer,Figure Skating,Figure Skating Men's Singles,no medal,2,1
78738,Cornel Gheorghe,26.0,173.0,68.0,ROU,1998,Nagano,Figure Skating,Figure Skating Men's Singles,no medal,2,2
79352,Alain C. Giletti,12.0,173.39762611275964,65.59163987138264,FRA,1952,Oslo,Figure Skating,Figure Skating Men's Singles,no medal,3,1
79353,Alain C. Giletti,16.0,173.39762611275964,65.59163987138264,FRA,1956,Cortina d'Ampezzo,Figure Skating,Figure Skating Men's Singles,no medal,3,2
79354,Alain C. Giletti,20.0,173.39762611275964,65.59163987138264,FRA,1960,Squaw Valley,Figure Skating,Figure Skating Men's Singles,no medal,3,3
79467,Eric Gillies,23.0,178.0829268292683,70.71122994652407,CAN,1976,Innsbruck,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,1,1
80283,Ilja Glebov,22.0,180.0,80.0,EST,2010,Vancouver,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
80465,Marcin Marek Gowacki,20.0,172.0,68.0,POL,1994,Lillehammer,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,1,1
80577,Peter Gbel (-Brandt),22.0,174.0,71.0,GER,1964,Innsbruck,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
80737,Timothy Richard Goebel,21.0,170.0,61.0,USA,2002,Salt Lake City,Figure Skating,Figure Skating Men's Singles,Bronze,1,1
83182,Gillis Emanuel Grafstrm,30.0,173.39762611275964,65.59163987138264,SWE,1924,Chamonix,Figure Skating,Figure Skating Men's Singles,Gold,4,2
83183,Gillis Emanuel Grafstrm,34.0,173.39762611275964,65.59163987138264,SWE,1928,Sankt Moritz,Figure Skating,Figure Skating Men's Singles,Gold,4,3
83184,Gillis Emanuel Grafstrm,38.0,173.39762611275964,65.59163987138264,SWE,1932,Lake Placid,Figure Skating,Figure Skating Men's Singles,Silver,4,4
83395,Michel Olivier Grandjean,20.0,177.84100418410043,73.86238532110092,SUI,1952,Oslo,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
84115,Scott Chase Gregory,24.0,174.0,65.0,USA,1984,Sarajevo,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,2,1
84116,Scott Chase Gregory,28.0,174.0,65.0,USA,1988,Calgary,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,2,2
84132,"Robert Lewis ""Robin"" Greiner",23.0,177.84100418410043,73.86238532110092,USA,1956,Cortina d'Ampezzo,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
84738,Sergey Mikhaylovich Grinkov,27.0,183.0,74.0,RUS,1994,Lillehammer,Figure Skating,Figure Skating Mixed Pairs,Gold,2,2
84901,"James David ""Jim"" Grogan",16.0,173.39762611275964,65.59163987138264,USA,1948,Sankt Moritz,Figure Skating,Figure Skating Men's Singles,no medal,2,1
84902,"James David ""Jim"" Grogan",20.0,173.39762611275964,65.59163987138264,USA,1952,Oslo,Figure Skating,Figure Skating Men's Singles,Bronze,2,2
85530,Peter Grtter,21.0,173.39762611275964,65.59163987138264,SUI,1964,Innsbruck,Figure Skating,Figure Skating Men's Singles,no medal,1,1
85730,Matteo Guarise,25.0,182.0,73.86238532110092,ITA,2014,Sochi,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
86745,Guo Zhengxin,18.0,173.0,68.0,CHN,1998,Nagano,Figure Skating,Figure Skating Men's Singles,no medal,1,1
87227,Tilo Gutzeit,17.0,173.39762611275964,65.59163987138264,GER,1956,Cortina d'Ampezzo,Figure Skating,Figure Skating Men's Singles,no medal,2,1
87228,Tilo Gutzeit,22.0,173.39762611275964,65.59163987138264,GER,1960,Squaw Valley,Figure Skating,Figure Skating Men's Singles,no medal,2,2
87538,Samvel Gyozalyan,23.0,186.0,84.0,BLR,1994,Lillehammer,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,2,1
87539,Samvel Gyozalyan,27.0,186.0,84.0,ARM,1998,Nagano,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,2,2
88007,"Ray Ellis Hadley, Jr.",16.0,177.84100418410043,73.86238532110092,USA,1960,Squaw Valley,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
89351,Scott Scovell Hamilton,21.0,160.0,50.0,USA,1980,Lake Placid,Figure Skating,Figure Skating Men's Singles,no medal,2,1
89352,Scott Scovell Hamilton,25.0,160.0,50.0,USA,1984,Sarajevo,Figure Skating,Figure Skating Men's Singles,Gold,2,2
89700,Han Jong-In,27.0,170.0,60.0,PRK,2006,Torino,Figure Skating,Figure Skating Men's Singles,no medal,1,1
89877,Peter Handschmann,18.0,178.0,64.0,AUT,1976,Innsbruck,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,2,1
89878,Peter Handschmann,22.0,178.0,64.0,AUT,1980,Lake Placid,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,2,2
90550,Yuzuru Hanyu,19.0,171.0,65.59163987138264,JPN,2014,Sochi,Figure Skating,Figure Skating Men's Singles,Gold,1,1
90551,Yuzuru Hanyu,19.0,171.0,73.6,JPN,2014,Sochi,Figure Skating,Figure Skating Mixed Team,no medal,1,1
91547,Tsugio Hasegawa,22.0,173.39762611275964,65.59163987138264,JPN,1936,Garmisch-Partenkirchen,Figure Skating,Figure Skating Men's Singles,no medal,1,1
92378,Cody Hay,26.0,180.0,80.0,CAN,2010,Vancouver,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
94031,Jorik Hendrickx,21.0,175.0,65.59163987138264,BEL,2014,Sochi,Figure Skating,Figure Skating Men's Singles,no medal,1,1
95016,Margus Hernits,17.0,174.0,62.0,EST,1994,Lillehammer,Figure Skating,Figure Skating Men's Singles,no medal,3,1
95017,Margus Hernits,21.0,174.0,62.0,EST,1998,Nagano,Figure Skating,Figure Skating Men's Singles,no medal,3,2
95018,Margus Hernits,25.0,174.0,62.0,EST,2002,Salt Lake City,Figure Skating,Figure Skating Men's Singles,no medal,3,3
95825,Yutaka Higuchi,18.0,172.0,60.0,JPN,1968,Grenoble,Figure Skating,Figure Skating Men's Singles,no medal,2,1
95826,Yutaka Higuchi,22.0,172.0,60.0,JPN,1972,Sapporo,Figure Skating,Figure Skating Men's Singles,no medal,2,2
95831,Eduard Hiiop,46.0,177.84100418410043,73.86238532110092,EST,1936,Garmisch-Partenkirchen,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
95946,George Edward Bellows Hill,28.0,173.39762611275964,65.59163987138264,USA,1936,Garmisch-Partenkirchen,Figure Skating,Figure Skating Men's Singles,no medal,1,1
95947,George Edward Bellows Hill,28.0,177.84100418410043,73.86238532110092,USA,1936,Garmisch-Partenkirchen,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
96665,Ho Gang,12.0,173.39762611275964,65.59163987138264,PRK,1988,Calgary,Figure Skating,Figure Skating Men's Singles,no medal,1,1
96884,Yakiv Semenovych Hodorozha,20.0,183.0,81.0,UKR,2014,Sochi,Figure Skating,Figure Skating Men's Singles,no medal,1,1
96885,Yakiv Semenovych Hodorozha,20.0,183.0,81.0,UKR,2014,Sochi,Figure Skating,Figure Skating Mixed Team,no medal,1,1
97591,Anthony Frederick Holles,16.0,177.84100418410043,73.86238532110092,GBR,1956,Cortina d'Ampezzo,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
98159,Ruslan Mykolaiovych Honcharov,25.0,185.0,78.0,UKR,1998,Nagano,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,3,1
98160,Ruslan Mykolaiovych Honcharov,29.0,185.0,78.0,UKR,2002,Salt Lake City,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,3,2
98161,Ruslan Mykolaiovych Honcharov,33.0,185.0,78.0,UKR,2006,Torino,Figure Skating,Figure Skating Mixed Ice Dancing,Bronze,3,3
98191,Takeshi Honda,16.0,168.0,62.0,JPN,1998,Nagano,Figure Skating,Figure Skating Men's Singles,no medal,2,1
98192,Takeshi Honda,20.0,168.0,62.0,JPN,2002,Salt Lake City,Figure Skating,Figure Skating Men's Singles,no medal,2,2
98222,Oliver Hner,21.0,172.0,64.0,SUI,1988,Calgary,Figure Skating,Figure Skating Men's Singles,no medal,1,1
99178,Ondrej Hotarek,30.0,181.0,73.86238532110092,ITA,2014,Sochi,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
99179,Ondrej Hotarek,30.0,181.0,73.6,ITA,2014,Sochi,Figure Skating,Figure Skating Mixed Team,no medal,1,1
99456,Christopher Howarth,19.0,173.39762611275964,65.59163987138264,GBR,1980,Lake Placid,Figure Skating,Figure Skating Men's Singles,no medal,1,1
99602,Monty Hoyt,19.0,184.0,68.0,USA,1964,Innsbruck,Figure Skating,Figure Skating Men's Singles,no medal,1,1
100184,John Hubbell,23.0,178.0,70.0,CAN,1972,Sapporo,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
100564,Daniel Hugentobler,23.0,183.0,72.0,SUI,2002,Salt Lake City,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,1,1
100890,"James Clarke ""Jay"" Humphry",19.0,172.0,63.0,CAN,1968,Grenoble,Figure Skating,Figure Skating Men's Singles,no medal,1,1
101416,"Steven ""Steve"" Hutchinson",18.0,185.0,72.0,CAN,1968,Grenoble,Figure Skating,Figure Skating Men's Singles,no medal,1,1
102113,Fumio Igarashi,21.0,167.0,62.0,JPN,1980,Lake Placid,Figure Skating,Figure Skating Men's Singles,no medal,1,1
103882,Mitchell Islam,24.0,181.0,72.0,CAN,2014,Sochi,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,1,1
104447,Yavor Ivanov,19.0,170.0,57.0,BUL,1984,Sarajevo,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,1,1
104788,Panu Oula Jskelinen,22.0,189.0,80.0,FIN,1992,Albertville,Figure Skating,Figure Skating Men's Singles,no medal,1,1
104914,"Donald George ""Don"" Jackson",19.0,173.39762611275964,65.59163987138264,CAN,1960,Squaw Valley,Figure Skating,Figure Skating Men's Singles,Bronze,1,1
105341,Martial Jaffredo,21.0,178.0,68.0,FRA,1998,Nagano,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,1,1
105595,Walter Andreas Jakobsson,41.0,174.0,73.0,FIN,1924,Chamonix,Figure Skating,Figure Skating Mixed Pairs,Silver,3,2
105596,Walter Andreas Jakobsson,46.0,174.0,73.0,FIN,1928,Sankt Moritz,Figure Skating,Figure Skating Mixed Pairs,no medal,3,3
106210,Mark Michael Janoschak,23.0,177.0,73.0,CAN,1992,Albertville,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,1,1
106496,Otar Japaridze,22.0,184.0,75.0,GEO,2010,Vancouver,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,1,1
107331,Otto John Jelinek,19.0,177.84100418410043,73.86238532110092,CAN,1960,Squaw Valley,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
107404,David Wilkinson Jenkins,19.0,173.39762611275964,65.59163987138264,USA,1956,Cortina d'Ampezzo,Figure Skating,Figure Skating Men's Singles,Bronze,2,1
107405,David Wilkinson Jenkins,23.0,173.39762611275964,65.59163987138264,USA,1960,Squaw Valley,Figure Skating,Figure Skating Men's Singles,Gold,2,2
107416,Hayes Alan Jenkins,18.0,173.39762611275964,65.59163987138264,USA,1952,Oslo,Figure Skating,Figure Skating Men's Singles,no medal,2,1
107417,Hayes Alan Jenkins,22.0,173.39762611275964,65.59163987138264,USA,1956,Cortina d'Ampezzo,Figure Skating,Figure Skating Men's Singles,Gold,2,2
107418,Ian Roger Jenkins,21.0,182.0,77.0,GBR,1984,Sarajevo,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
107419,John Jenkins,23.0,180.0,81.0,GBR,1994,Lillehammer,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
108147,Norman Jeschke,22.0,179.0,73.86238532110092,GER,2002,Salt Lake City,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
108372,Jiang Hui,24.0,178.0829268292683,70.71122994652407,CHN,1992,Albertville,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,1,1
109255,Lars Magnus Peter Johansson,20.0,181.0,71.0,SWE,1988,Calgary,Figure Skating,Figure Skating Men's Singles,no medal,1,1
109379,Rdi Johner,21.0,174.0,62.0,SUI,1964,Innsbruck,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
109803,Lyndon Johnston,22.0,180.0,81.0,CAN,1984,Sarajevo,Figure Skating,Figure Skating Mixed Pairs,no medal,2,1
109804,Lyndon Johnston,26.0,180.0,81.0,CAN,1988,Calgary,Figure Skating,Figure Skating Mixed Pairs,no medal,2,2
109947,Peter Jonas,18.0,176.0,70.0,AUT,1960,Squaw Valley,Figure Skating,Figure Skating Men's Singles,no medal,2,1
109948,Peter Jonas,22.0,176.0,70.0,AUT,1964,Innsbruck,Figure Skating,Figure Skating Men's Singles,no medal,2,2
110089,Glyn Jones,22.0,173.39762611275964,65.59163987138264,GBR,1976,Innsbruck,Figure Skating,Figure Skating Men's Singles,no medal,1,1
110093,Idris Gwyn Jones,20.0,177.84100418410043,73.86238532110092,RSA,1960,Squaw Valley,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
110146,Lloyd Jones,25.0,185.0,70.71122994652407,FRA,2014,Sochi,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,1,1
110207,Christopher Robin Jones,16.0,173.39762611275964,65.59163987138264,GBR,1960,Squaw Valley,Figure Skating,Figure Skating Men's Singles,no medal,1,1
110276,Jong Yong-Hyok,18.0,172.0,65.0,PRK,2006,Torino,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
110661,"Ronald Bert ""Ron"" Joseph",19.0,159.0,73.0,USA,1964,Innsbruck,Figure Skating,Figure Skating Mixed Pairs,Bronze,1,1
110716,Brian Joubert,17.0,179.0,74.0,FRA,2002,Salt Lake City,Figure Skating,Figure Skating Men's Singles,no medal,4,1
110717,Brian Joubert,21.0,179.0,74.0,FRA,2006,Torino,Figure Skating,Figure Skating Men's Singles,no medal,4,2
110718,Brian Joubert,25.0,179.0,74.0,FRA,2010,Vancouver,Figure Skating,Figure Skating Men's Singles,no medal,4,3
110719,Brian Joubert,29.0,179.0,74.0,FRA,2014,Sochi,Figure Skating,Figure Skating Men's Singles,no medal,4,4
111284,Jung Sung-Il,18.0,173.0,67.0,KOR,1988,Calgary,Figure Skating,Figure Skating Men's Singles,no medal,3,1
111285,Jung Sung-Il,22.0,173.0,67.0,KOR,1992,Albertville,Figure Skating,Figure Skating Men's Singles,no medal,3,2
111286,Jung Sung-Il,24.0,173.0,67.0,KOR,1994,Lillehammer,Figure Skating,Figure Skating Men's Singles,no medal,3,3
111876,Masakazu Kagiyama,20.0,160.0,60.0,JPN,1992,Albertville,Figure Skating,Figure Skating Men's Singles,no medal,2,1
111877,Masakazu Kagiyama,22.0,160.0,60.0,JPN,1994,Lillehammer,Figure Skating,Figure Skating Men's Singles,no medal,2,2
111988,Otto Kaiser,26.0,177.84100418410043,73.86238532110092,AUT,1928,Sankt Moritz,Figure Skating,Figure Skating Mixed Pairs,Silver,1,1
113036,Makoto Kano,21.0,176.0,67.0,JPN,1988,Calgary,Figure Skating,Figure Skating Men's Singles,no medal,1,1
114297,Felix Kaspar,21.0,173.39762611275964,65.59163987138264,AUT,1936,Garmisch-Partenkirchen,Figure Skating,Figure Skating Men's Singles,Bronze,1,1
114459,Toshiichi Katayama,22.0,173.39762611275964,65.59163987138264,JPN,1936,Garmisch-Partenkirchen,Figure Skating,Figure Skating Men's Singles,no medal,1,1
114598,Nikita Gennadyevich Katsalapov,22.0,180.0,70.71122994652407,RUS,2014,Sochi,Figure Skating,Figure Skating Mixed Ice Dancing,Bronze,1,1
114599,Nikita Gennadyevich Katsalapov,22.0,180.0,73.6,RUS,2014,Sochi,Figure Skating,Figure Skating Mixed Team,Gold,1,1
114666,"Ronald Lee ""Ronnie"" Kauffman",17.0,193.0,80.0,USA,1964,Innsbruck,Figure Skating,Figure Skating Mixed Pairs,no medal,2,1
114667,"Ronald Lee ""Ronnie"" Kauffman",21.0,193.0,80.0,USA,1968,Grenoble,Figure Skating,Figure Skating Mixed Pairs,no medal,2,2
115067,Dmitry Kazarlyga,22.0,179.0,71.0,KAZ,1994,Lillehammer,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,2,1
115068,Dmitry Kazarlyga,26.0,179.0,71.0,KAZ,1998,Nagano,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,2,2
115080,Rbert Kaimr,19.0,173.0,62.0,SVK,1998,Nagano,Figure Skating,Figure Skating Men's Singles,no medal,1,1
115205,Charles Keeble,22.0,173.39762611275964,65.59163987138264,AUS,1956,Cortina d'Ampezzo,Figure Skating,Figure Skating Men's Singles,no medal,1,1
115422,Zoltan Kelemen,23.0,171.0,65.0,ROU,2010,Vancouver,Figure Skating,Figure Skating Men's Singles,no medal,2,1
115423,Zoltan Kelemen,27.0,171.0,65.0,ROU,2014,Sochi,Figure Skating,Figure Skating Men's Singles,no medal,2,2
115967,"Michael Edward ""Peter"" Kennedy, III",20.0,177.84100418410043,73.86238532110092,USA,1948,Sankt Moritz,Figure Skating,Figure Skating Mixed Pairs,no medal,2,1
115968,"Michael Edward ""Peter"" Kennedy, III",24.0,177.84100418410043,73.86238532110092,USA,1952,Oslo,Figure Skating,Figure Skating Mixed Pairs,Silver,2,2
116226,John Alastair Kerr,25.0,172.0,65.0,GBR,2006,Torino,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,2,1
116227,John Alastair Kerr,29.0,172.0,65.0,GBR,2010,Vancouver,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,2,2
116243,Brendan Kerry,19.0,170.0,65.59163987138264,AUS,2014,Sochi,Figure Skating,Figure Skating Men's Singles,no medal,1,1
117718,Akiyuki Kido,30.0,173.0,73.0,JPN,2006,Torino,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,1,1
117761,Severin Kiefer,23.0,182.0,75.0,AUT,2014,Sochi,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
117911,Ryuichi Kihara,21.0,175.0,73.86238532110092,JPN,2014,Sochi,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
117912,Ryuichi Kihara,21.0,175.0,73.6,JPN,2014,Sochi,Figure Skating,Figure Skating Mixed Team,no medal,1,1
118390,Kim Gwang-Ho,18.0,177.84100418410043,73.86238532110092,PRK,1992,Albertville,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
119456,David Steven King,25.0,184.0,74.0,GBR,2010,Vancouver,Figure Skating,Figure Skating Mixed Pairs,no medal,2,1
119457,David Steven King,29.0,184.0,74.0,GBR,2014,Sochi,Figure Skating,Figure Skating Mixed Pairs,no medal,2,2
119458,David Steven King,29.0,184.0,74.0,GBR,2014,Sochi,Figure Skating,Figure Skating Mixed Team,no medal,2,2
119760,Ede Kirly,21.0,173.39762611275964,65.59163987138264,HUN,1948,Sankt Moritz,Figure Skating,Figure Skating Men's Singles,no medal,1,1
119761,Ede Kirly,21.0,177.84100418410043,73.86238532110092,HUN,1948,Sankt Moritz,Figure Skating,Figure Skating Mixed Pairs,Silver,1,1
120657,Luka Klasinc,18.0,173.39762611275964,65.59163987138264,SLO,1992,Albertville,Figure Skating,Figure Skating Men's Singles,no medal,1,1
121153,Ilya Sergeyevich Klimkin,25.0,169.0,65.0,RUS,2006,Torino,Figure Skating,Figure Skating Men's Singles,no medal,1,1
121172,Fyodor Aleksandrovich Klimov,23.0,181.0,73.86238532110092,RUS,2014,Sochi,Figure Skating,Figure Skating Mixed Pairs,Silver,1,1
121173,Fyodor Aleksandrovich Klimov,23.0,181.0,73.6,RUS,2014,Sochi,Figure Skating,Figure Skating Mixed Team,Gold,1,1
121626,Donald Knight,16.0,173.39762611275964,65.59163987138264,CAN,1964,Innsbruck,Figure Skating,Figure Skating Men's Singles,no medal,1,1
121895,Artyom Knyazev,25.0,184.0,77.0,UZB,2006,Torino,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
122298,Yannick Kocon,23.0,175.0,70.0,ITA,2010,Vancouver,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
122833,Petri Mikael Kokko,25.0,178.0,67.0,FIN,1992,Albertville,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,2,1
122834,Petri Mikael Kokko,27.0,178.0,67.0,FIN,1994,Lillehammer,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,2,2
122912,Sebastian Kolasiski,22.0,176.0,68.0,POL,1998,Nagano,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,2,1
122913,Sebastian Kolasiski,26.0,176.0,68.0,POL,2002,Salt Lake City,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,2,2
123604,Alexander Knig,25.0,176.0,73.0,GER,1992,Albertville,Figure Skating,Figure Skating Mixed Pairs,no medal,3,2
123605,Alexander Knig,27.0,176.0,73.0,GER,1994,Lillehammer,Figure Skating,Figure Skating Mixed Pairs,no medal,3,3
124053,Hubert Ernst Kpfler,24.0,173.39762611275964,65.59163987138264,SUI,1960,Squaw Valley,Figure Skating,Figure Skating Men's Singles,no medal,1,1
124122,Ronald Koppelent,20.0,173.39762611275964,65.59163987138264,AUT,1976,Innsbruck,Figure Skating,Figure Skating Men's Singles,no medal,1,1
125059,Konstantns Kostins,18.0,170.0,60.0,LAT,1992,Albertville,Figure Skating,Figure Skating Men's Singles,no medal,1,1
125106,Roman Sergeyevich Kostomarov,25.0,183.0,79.0,RUS,2002,Salt Lake City,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,2,1
125107,Roman Sergeyevich Kostomarov,29.0,183.0,79.0,RUS,2006,Torino,Figure Skating,Figure Skating Mixed Ice Dancing,Gold,2,2
125246,"Sullivan ""Sully"" Kothman",25.0,177.84100418410043,73.86238532110092,USA,1956,Cortina d'Ampezzo,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
125773,Anton Volodymyrovych Kovalevskiy,20.0,171.0,57.0,UKR,2006,Torino,Figure Skating,Figure Skating Men's Singles,no medal,2,1
125774,Anton Volodymyrovych Kovalevskiy,24.0,171.0,57.0,UKR,2010,Vancouver,Figure Skating,Figure Skating Men's Singles,no medal,2,2
125962,Tomoaki Koyama,20.0,163.0,62.0,JPN,1992,Albertville,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
126177,Takahiko Kozuka,20.0,170.0,58.0,JPN,2010,Vancouver,Figure Skating,Figure Skating Men's Singles,no medal,1,1
126178,Tsuguhiko Kozuka,21.0,168.0,63.0,JPN,1968,Grenoble,Figure Skating,Figure Skating Men's Singles,no medal,1,1
126234,Victor J. Kraatz,22.0,178.0,65.0,CAN,1994,Lillehammer,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,3,1
126235,Victor J. Kraatz,26.0,178.0,65.0,CAN,1998,Nagano,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,3,2
126236,Victor J. Kraatz,30.0,178.0,65.0,CAN,2002,Salt Lake City,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,3,3
126467,Evgeni Krasnopolski,25.0,180.0,73.86238532110092,ISR,2014,Sochi,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
127666,Andrey Krukov,27.0,190.0,86.0,KAZ,1998,Nagano,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
128091,Terry Paul Kubicka,19.0,173.39762611275964,65.59163987138264,USA,1976,Innsbruck,Figure Skating,Figure Skating Men's Singles,no medal,1,1
128813,Ilya Aleksandrovich Kulik,20.0,179.0,74.0,RUS,1998,Nagano,Figure Skating,Figure Skating Men's Singles,Gold,1,1
129201,Christian Knzle,21.0,180.0,65.0,SUI,1976,Innsbruck,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
129621,Hans Kuster,27.0,177.84100418410043,73.86238532110092,SUI,1948,Sankt Moritz,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
130695,"Douglas ""Doug"" Ladret",26.0,177.0,76.0,CAN,1988,Calgary,Figure Skating,Figure Skating Mixed Pairs,no medal,2,1
130696,"Douglas ""Doug"" Ladret",30.0,177.0,76.0,CAN,1992,Albertville,Figure Skating,Figure Skating Mixed Pairs,no medal,2,2
130700,Mark Ladwig,29.0,178.0,80.0,USA,2010,Vancouver,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
131480,Stphane Lambiel,16.0,174.0,61.0,SUI,2002,Salt Lake City,Figure Skating,Figure Skating Men's Singles,no medal,3,1
131481,Stphane Lambiel,20.0,174.0,61.0,SUI,2006,Torino,Figure Skating,Figure Skating Men's Singles,Silver,3,2
131482,Stphane Lambiel,24.0,174.0,61.0,SUI,2010,Vancouver,Figure Skating,Figure Skating Men's Singles,no medal,3,3
131709,Burt Jude Lancon,23.0,178.0,70.0,USA,1984,Sarajevo,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
131972,"Jeffrey ""Jeff"" Langdon",22.0,175.0,66.0,CAN,1998,Nagano,Figure Skating,Figure Skating Men's Singles,no medal,1,1
132225,Luca Lanotte,24.0,178.0,70.0,ITA,2010,Vancouver,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,2,1
132226,Luca Lanotte,28.0,178.0,70.0,ITA,2014,Sochi,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,2,2
132227,Luca Lanotte,28.0,178.0,70.0,ITA,2014,Sochi,Figure Skating,Figure Skating Mixed Team,no medal,2,2
132533,Yury Yuryevich Larionov,23.0,181.0,72.0,RUS,2010,Vancouver,Figure Skating,Figure Skating Mixed Pairs,no medal,2,1
132534,Yury Yuryevich Larionov,27.0,181.0,72.0,RUS,2014,Sochi,Figure Skating,Figure Skating Mixed Pairs,no medal,2,2
133464,Patrice Lauzon,26.0,182.0,81.0,CAN,2002,Salt Lake City,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,2,1
133465,Patrice Lauzon,30.0,182.0,81.0,CAN,2006,Torino,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,2,2
133485,Pascal Lavanchy,23.0,178.0,68.0,FRA,1992,Albertville,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,3,1
