,Name,Age,Height,Weight,NOC,Year,City,Sport,Event,Medal,Times_Participated,Participation_Number
92109,Maylin Hausch-Wende,21.0,154.0,48.0,GER,2010,Vancouver,Figure Skating,Figure Skating Mixed Pairs,no medal,2,1
92110,Maylin Hausch-Wende,25.0,154.0,48.0,GER,2014,Sochi,Figure Skating,Figure Skating Mixed Pairs,no medal,2,2
92111,Maylin Hausch-Wende,25.0,154.0,48.0,GER,2014,Sochi,Figure Skating,Figure Skating Mixed Team,no medal,2,2
92871,Sarah Stefanie Hecken,16.0,170.0,58.0,GER,2010,Vancouver,Figure Skating,Figure Skating Women's Singles,no medal,1,1
93000,Siobhan Heekin-Canedy,22.0,168.0,51.0,UKR,2014,Sochi,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,1,1
93001,Siobhan Heekin-Canedy,22.0,168.0,51.0,UKR,2014,Sochi,Figure Skating,Figure Skating Mixed Team,no medal,1,1
93108,Idora Hegel,18.0,167.0,53.0,CRO,2002,Salt Lake City,Figure Skating,Figure Skating Women's Singles,no medal,2,1
93109,Idora Hegel,22.0,167.0,53.0,CRO,2006,Torino,Figure Skating,Figure Skating Women's Singles,no medal,2,2
93516,Carol Elizabeth Heiss (-Jenkins),16.0,161.31335149863762,51.11940298507463,USA,1956,Cortina d'Ampezzo,Figure Skating,Figure Skating Women's Singles,Silver,2,1
93517,Carol Elizabeth Heiss (-Jenkins),20.0,161.31335149863762,51.11940298507463,USA,1960,Squaw Valley,Figure Skating,Figure Skating Women's Singles,Gold,2,2
93534,Regine Heitzer,16.0,161.31335149863762,51.11940298507463,AUT,1960,Squaw Valley,Figure Skating,Figure Skating Women's Singles,no medal,2,1
93535,Regine Heitzer,19.0,161.31335149863762,51.11940298507463,AUT,1964,Innsbruck,Figure Skating,Figure Skating Women's Singles,Silver,2,2
93646,Hanna Viktoria Helgesson,25.0,165.0,56.0,SWE,2014,Sochi,Figure Skating,Figure Skating Women's Singles,no medal,1,1
94057,Marit Henie (-Moe),22.0,161.31335149863762,51.11940298507463,NOR,1948,Sankt Moritz,Figure Skating,Figure Skating Women's Singles,no medal,1,1
94058,"Sonja Henie (-Topping, -Gardiner, -Onstad)",11.0,155.0,45.0,NOR,1924,Chamonix,Figure Skating,Figure Skating Women's Singles,no medal,4,1
94059,"Sonja Henie (-Topping, -Gardiner, -Onstad)",15.0,155.0,45.0,NOR,1928,Sankt Moritz,Figure Skating,Figure Skating Women's Singles,Gold,4,2
94060,"Sonja Henie (-Topping, -Gardiner, -Onstad)",19.0,155.0,45.0,NOR,1932,Lake Placid,Figure Skating,Figure Skating Women's Singles,Gold,4,3
94061,"Sonja Henie (-Topping, -Gardiner, -Onstad)",23.0,155.0,45.0,NOR,1936,Garmisch-Partenkirchen,Figure Skating,Figure Skating Women's Singles,Gold,4,4
94497,Maxi Herber (-Baier),15.0,156.74261603375527,46.94009216589862,GER,1936,Garmisch-Partenkirchen,Figure Skating,Figure Skating Mixed Pairs,Gold,1,1
94533,Georgette Herbos,21.162721893491124,156.74261603375527,46.94009216589862,BEL,1924,Chamonix,Figure Skating,Figure Skating Mixed Pairs,no medal,2,2
95221,Nathalie Herv,20.0,164.0,51.0,FRA,1984,Sarajevo,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,1,1
96203,Diana Christa Hinko,16.0,156.74261603375527,46.94009216589862,AUT,1960,Squaw Valley,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
96247,Marcy Hinzmann,23.0,155.0,48.0,USA,2006,Torino,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
97119,Nra Hoffmann,20.0,171.0,56.0,HUN,2006,Torino,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,2,1
97120,Nra Hoffmann,24.0,171.0,56.0,HUN,2010,Vancouver,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,2,2
97565,Vicki Maree Holland (-Nelson),21.0,161.31335149863762,51.11940298507463,AUS,1984,Sarajevo,Figure Skating,Figure Skating Women's Singles,no medal,1,1
97808,Julie Lynn Holmes (-Newman),20.0,163.0,50.0,USA,1972,Sapporo,Figure Skating,Figure Skating Women's Singles,no medal,1,1
97896,Yuliya Holovina,19.0,165.0,50.0,UKR,2002,Salt Lake City,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,2,1
97897,Yuliya Holovina,23.0,165.0,50.0,UKR,2006,Torino,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,2,2
98221,Lotti Hner,19.0,161.31335149863762,51.11940298507463,SUI,1948,Sankt Moritz,Figure Skating,Figure Skating Women's Singles,no medal,1,1
98375,"Maidie Jill Lucienne Hood-Linzee (-Rosser, -Wright)",19.0,161.31335149863762,51.11940298507463,GBR,1948,Sankt Moritz,Figure Skating,Figure Skating Women's Singles,no medal,1,1
98750,"Peri Victoria Horne (-Saunders, -Gunn)",19.0,156.74261603375527,46.94009216589862,GBR,1952,Oslo,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
98800,Ilse Hornung (-Bietak),19.0,161.31335149863762,51.11940298507463,AUT,1928,Sankt Moritz,Figure Skating,Figure Skating Women's Singles,no medal,1,1
99251,Christine Hough (-Sweeney),18.0,157.0,47.0,CAN,1988,Calgary,Figure Skating,Figure Skating Mixed Pairs,no medal,2,1
99252,Christine Hough (-Sweeney),22.0,157.0,47.0,CAN,1992,Albertville,Figure Skating,Figure Skating Mixed Pairs,no medal,2,2
99812,Olena Eduardivna Hrushyna (-Honcharova-),23.0,168.0,52.0,UKR,1998,Nagano,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,3,1
99813,Olena Eduardivna Hrushyna (-Honcharova-),27.0,168.0,52.0,UKR,2002,Salt Lake City,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,3,2
99814,Olena Eduardivna Hrushyna (-Honcharova-),31.0,168.0,52.0,UKR,2006,Torino,Figure Skating,Figure Skating Mixed Ice Dancing,Bronze,3,3
100111,Huang Xintong,23.0,165.0,48.0,CHN,2010,Vancouver,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,2,1
100112,Huang Xintong,27.0,165.0,48.0,CHN,2014,Sochi,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,2,2
100113,Huang Xintong,27.0,165.0,48.0,CHN,2014,Sochi,Figure Skating,Figure Skating Mixed Team,no medal,2,2
100297,Laetitia Hubert,17.0,159.0,50.0,FRA,1992,Albertville,Figure Skating,Figure Skating Women's Singles,no medal,4,1
100298,Laetitia Hubert,19.0,159.0,50.0,FRA,1994,Lillehammer,Figure Skating,Figure Skating Women's Singles,no medal,4,2
100299,Laetitia Hubert,23.0,159.0,50.0,FRA,1998,Nagano,Figure Skating,Figure Skating Women's Singles,no medal,4,3
100300,Laetitia Hubert,27.0,159.0,50.0,FRA,2002,Salt Lake City,Figure Skating,Figure Skating Women's Singles,no medal,4,4
100508,Maryvonne Huet,19.0,161.31335149863762,51.11940298507463,FRA,1956,Cortina d'Ampezzo,Figure Skating,Figure Skating Women's Singles,no medal,1,1
100535,Maya Hug,19.0,165.0,51.11940298507463,SUI,1948,Sankt Moritz,Figure Skating,Figure Skating Women's Singles,no medal,1,1
100565,Eliane Hugentobler,20.0,159.0,52.0,SUI,2002,Salt Lake City,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,1,1
100598,Emily Anne Hughes (-Mukherjee),17.0,165.0,51.11940298507463,USA,2006,Torino,Figure Skating,Figure Skating Women's Singles,no medal,1,1
100627,Sarah Elizabeth Hughes,16.0,160.0,51.11940298507463,USA,2002,Salt Lake City,Figure Skating,Figure Skating Women's Singles,Gold,1,1
100793,"Vivi-Anne Hultn (-Theslof, -Tholand)",20.0,161.31335149863762,51.11940298507463,SWE,1932,Lake Placid,Figure Skating,Figure Skating Women's Singles,no medal,2,1
100794,"Vivi-Anne Hultn (-Theslof, -Tholand)",24.0,161.31335149863762,51.11940298507463,SWE,1936,Garmisch-Partenkirchen,Figure Skating,Figure Skating Women's Singles,Bronze,2,2
100804,Shirene Fay Human,18.0,160.0,59.0,RSA,1998,Nagano,Figure Skating,Figure Skating Women's Singles,no medal,1,1
100867,Marika Humphreys (-Baranov),25.0,170.0,51.01052631578948,GBR,2002,Salt Lake City,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,1,1
100882,Susan Anne Humphreys,18.0,165.0,54.0,CAN,1994,Lillehammer,Figure Skating,Figure Skating Women's Singles,no medal,1,1
101212,Sara Hurtado Martn,21.0,160.0,50.0,ESP,2014,Sochi,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,1,1
101378,Beatrice Hutiu,11.0,151.0,38.0,ROU,1968,Grenoble,Figure Skating,Figure Skating Women's Singles,no medal,1,1
102646,Yelena Ruslanovna Ilyinykh,19.0,164.0,51.01052631578948,RUS,2014,Sochi,Figure Skating,Figure Skating Mixed Ice Dancing,Bronze,1,1
102647,Yelena Ruslanovna Ilyinykh,19.0,164.0,49.333333333333336,RUS,2014,Sochi,Figure Skating,Figure Skating Mixed Team,Gold,1,1
102899,Kyoko Ina,21.0,152.0,42.0,USA,1994,Lillehammer,Figure Skating,Figure Skating Mixed Pairs,no medal,3,1
102900,Kyoko Ina,25.0,152.0,42.0,USA,1998,Nagano,Figure Skating,Figure Skating Mixed Pairs,no medal,3,2
102901,Kyoko Ina,29.0,152.0,42.0,USA,2002,Salt Lake City,Figure Skating,Figure Skating Mixed Pairs,no medal,3,3
102916,Etsuko Inada,11.0,161.31335149863762,51.11940298507463,JPN,1936,Garmisch-Partenkirchen,Figure Skating,Figure Skating Women's Singles,no medal,1,1
103188,Rena Inoue,15.0,150.0,42.0,JPN,1992,Albertville,Figure Skating,Figure Skating Mixed Pairs,no medal,3,1
103189,Rena Inoue,17.0,150.0,42.0,JPN,1994,Lillehammer,Figure Skating,Figure Skating Women's Singles,no medal,3,2
103190,Rena Inoue,29.0,150.0,42.0,USA,2006,Torino,Figure Skating,Figure Skating Mixed Pairs,no medal,3,3
103545,Cathy Lee Irwin (-Jacobs),19.0,160.0,49.0,CAN,1972,Sapporo,Figure Skating,Figure Skating Women's Singles,no medal,1,1
103718,Haruko Ishida (-Okamoto),22.0,158.0,50.0,JPN,1968,Grenoble,Figure Skating,Figure Skating Women's Singles,no medal,1,1
104127,Midori Ito,18.0,145.0,44.0,JPN,1988,Calgary,Figure Skating,Figure Skating Women's Singles,no medal,2,1
104128,Midori Ito,22.0,145.0,44.0,JPN,1992,Albertville,Figure Skating,Figure Skating Women's Singles,Silver,2,2
104460,Liudmyla Heorhiyivna Ivanova (-Tkachenko),15.0,161.31335149863762,51.11940298507463,UKR,1994,Lillehammer,Figure Skating,Figure Skating Women's Singles,no medal,1,1
105001,Susan Ann Jackson,18.0,158.0,48.0,GBR,1984,Sarajevo,Figure Skating,Figure Skating Women's Singles,no medal,1,1
105598,Ludovika Antje Margareta Jakobsson-Eilers,39.0,165.0,58.0,FIN,1924,Chamonix,Figure Skating,Figure Skating Mixed Pairs,Silver,3,2
105599,Ludovika Antje Margareta Jakobsson-Eilers,43.0,165.0,58.0,FIN,1928,Sankt Moritz,Figure Skating,Figure Skating Mixed Pairs,no medal,3,3
105651,Ivana Jakupevi,20.0,167.0,48.0,CRO,1998,Nagano,Figure Skating,Figure Skating Women's Singles,no medal,1,1
105783,Vanessa James,22.0,162.0,48.0,FRA,2010,Vancouver,Figure Skating,Figure Skating Mixed Pairs,no medal,2,1
105784,Vanessa James,26.0,162.0,48.0,FRA,2014,Sochi,Figure Skating,Figure Skating Mixed Pairs,no medal,2,2
105785,Vanessa James,26.0,162.0,48.0,FRA,2014,Sochi,Figure Skating,Figure Skating Mixed Team,no medal,2,2
107327,Maria Hana Jelinek (Jelnkov- -Harrington),17.0,171.0,46.94009216589862,CAN,1960,Squaw Valley,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
108031,"Belita Gladys Lyne Jepson Turner (-Riordan, -Kenny)",12.0,166.0,51.11940298507463,GBR,1936,Garmisch-Partenkirchen,Figure Skating,Figure Skating Women's Singles,no medal,1,1
108403,Jiang Yibing,18.0,161.31335149863762,51.11940298507463,CHN,1988,Calgary,Figure Skating,Figure Skating Women's Singles,no medal,1,1
108822,Yolande Jobin,21.0,161.31335149863762,51.11940298507463,SUI,1952,Oslo,Figure Skating,Figure Skating Women's Singles,no medal,1,1
108971,Berit Unn Sandvik Johansen (-Sissener),16.0,167.0,57.0,NOR,1964,Innsbruck,Figure Skating,Figure Skating Women's Singles,no medal,1,1
109062,Bodil Anita Johansson (-Jacobson),17.0,155.0,51.0,SWE,1972,Sapporo,Figure Skating,Figure Skating Women's Singles,no medal,1,1
109378,Gerda Johner,19.0,161.0,53.0,SUI,1964,Innsbruck,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
109583,Kelly Johnson,22.0,160.0,49.0,CAN,1984,Sarajevo,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,1,1
109774,Ann Johnston (-Colman),19.0,161.31335149863762,51.11940298507463,CAN,1956,Cortina d'Ampezzo,Figure Skating,Figure Skating Women's Singles,no medal,1,1
110029,"Candace Lynne ""Candy"" Jones (-Fraser)",20.0,156.74261603375527,46.94009216589862,CAN,1976,Innsbruck,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
110222,Sharon Jones (-Barker),23.0,150.0,47.0,GBR,1988,Calgary,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,1,1
110645,Jessica Joseph,15.0,160.0,50.0,USA,1998,Nagano,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,1,1
110667,Vivian Laureen Joseph,15.0,159.0,57.0,USA,1964,Innsbruck,Figure Skating,Figure Skating Mixed Pairs,Bronze,1,1
110725,Micheline Joubert,22.0,150.0,50.0,FRA,1968,Grenoble,Figure Skating,Figure Skating Women's Singles,no medal,1,1
111404,Eszter Jurek,15.0,161.31335149863762,51.11940298507463,HUN,1952,Oslo,Figure Skating,Figure Skating Women's Singles,no medal,1,1
111453,Anna Jurkiewicz,26.0,155.0,52.0,POL,2010,Vancouver,Figure Skating,Figure Skating Women's Singles,no medal,1,1
111732,Caryn Jami Kadavy,20.0,162.0,51.0,USA,1988,Calgary,Figure Skating,Figure Skating Women's Singles,no medal,1,1
112017,Mila Johanna Kajas (-Virtanen),22.0,162.0,48.0,FIN,1994,Lillehammer,Figure Skating,Figure Skating Women's Singles,no medal,1,1
113332,Tuba Karademir,20.0,165.0,63.0,TUR,2006,Torino,Figure Skating,Figure Skating Women's Singles,no medal,2,1
113333,Tuba Karademir,24.0,165.0,63.0,TUR,2010,Vancouver,Figure Skating,Figure Skating Women's Singles,no medal,2,2
114499,Masako Kato,18.0,159.0,48.0,JPN,1984,Sarajevo,Figure Skating,Figure Skating Women's Singles,no medal,1,1
114655,Aleksandra Kauc,25.0,160.0,60.0,POL,2006,Torino,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,1,1
114662,"Cynthia Diane ""Cindy"" Kauffman (-Marshall)",15.0,160.0,49.0,USA,1964,Innsbruck,Figure Skating,Figure Skating Mixed Pairs,no medal,2,1
114663,"Cynthia Diane ""Cindy"" Kauffman (-Marshall)",19.0,160.0,49.0,USA,1968,Grenoble,Figure Skating,Figure Skating Mixed Pairs,no medal,2,2
114751,Mariana Kautz (-Patschinski),21.0,155.0,46.94009216589862,GER,2002,Salt Lake City,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
114756,Yuko Kavaguti,28.0,157.0,38.0,RUS,2010,Vancouver,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
114836,Aya Kawai,22.0,165.0,51.0,JPN,1998,Nagano,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,1,1
115022,Oksana Borisovna Kazakova,22.0,158.0,48.0,RUS,1998,Nagano,Figure Skating,Figure Skating Mixed Pairs,Gold,1,1
115381,Andrea Kkesy (-Bernolk),21.0,156.74261603375527,46.94009216589862,HUN,1948,Sankt Moritz,Figure Skating,Figure Skating Mixed Pairs,Silver,1,1
115554,"Susan Marie ""Susie"" Kelley",21.0,158.0,45.0,USA,1976,Innsbruck,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,1,1
115713,Heather Kemkaran (-Antymniuk),21.0,152.0,51.11940298507463,CAN,1980,Lake Placid,Figure Skating,Figure Skating Women's Singles,no medal,1,1
115744,Stacey Louise Kemp,21.0,155.0,43.0,GBR,2010,Vancouver,Figure Skating,Figure Skating Mixed Pairs,no medal,2,1
115745,Stacey Louise Kemp,25.0,155.0,43.0,GBR,2014,Sochi,Figure Skating,Figure Skating Mixed Pairs,no medal,2,2
115746,Stacey Louise Kemp,25.0,155.0,43.0,GBR,2014,Sochi,Figure Skating,Figure Skating Mixed Team,no medal,2,2
115955,Karol Estelle Kennedy (-Kucher),15.0,156.74261603375527,46.94009216589862,USA,1948,Sankt Moritz,Figure Skating,Figure Skating Mixed Pairs,no medal,2,1
115956,Karol Estelle Kennedy (-Kucher),20.0,156.74261603375527,46.94009216589862,USA,1952,Oslo,Figure Skating,Figure Skating Mixed Pairs,Silver,2,2
116023,Shirra Kenworthy,20.0,162.0,58.0,CAN,1964,Innsbruck,Figure Skating,Figure Skating Women's Singles,no medal,1,1
116234,Sinead Houston Kerr,27.0,167.0,54.0,GBR,2006,Torino,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,2,1
116235,Sinead Houston Kerr,31.0,167.0,54.0,GBR,2010,Vancouver,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,2,2
116240,Nancy Ann Kerrigan (-Solomon),22.0,162.0,52.0,USA,1992,Albertville,Figure Skating,Figure Skating Women's Singles,Bronze,2,1
116241,Nancy Ann Kerrigan (-Solomon),24.0,162.0,52.0,USA,1994,Lillehammer,Figure Skating,Figure Skating Women's Singles,Silver,2,2
116423,"Ursula ""Uschi"" Keler (-Keszler)",16.0,168.0,47.0,GER,1964,Innsbruck,Figure Skating,Figure Skating Women's Singles,no medal,1,1
116550,Riikka Elina Kettunen (-Jrvinen),20.0,163.0,52.0,FIN,2002,Salt Lake City,Figure Skating,Figure Skating Women's Singles,no medal,1,1
116792,Marina Khalturina,23.0,162.0,48.0,KAZ,1998,Nagano,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
117208,Yana Vadimovna Khokhlova,20.0,155.0,41.0,RUS,2006,Torino,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,2,1
117209,Yana Vadimovna Khokhlova,24.0,155.0,41.0,RUS,2010,Vancouver,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,2,2
117806,Marina Kielmann,24.0,172.0,59.0,GER,1992,Albertville,Figure Skating,Figure Skating Women's Singles,no medal,2,2
118048,"Marika Kilius (-Zahn, -Schfer)",12.0,168.0,51.0,GER,1956,Cortina d'Ampezzo,Figure Skating,Figure Skating Mixed Pairs,no medal,3,1
118049,"Marika Kilius (-Zahn, -Schfer)",16.0,168.0,51.0,GER,1960,Squaw Valley,Figure Skating,Figure Skating Mixed Pairs,Silver,3,2
118050,"Marika Kilius (-Zahn, -Schfer)",20.0,168.0,51.0,GER,1964,Innsbruck,Figure Skating,Figure Skating Mixed Pairs,Silver,3,3
118464,Kim Hae-Jin,16.0,162.0,51.11940298507463,KOR,2014,Sochi,Figure Skating,Figure Skating Women's Singles,no medal,1,1
118472,Kim Hae-Sung,17.0,160.0,45.0,KOR,1984,Sarajevo,Figure Skating,Figure Skating Women's Singles,no medal,1,1
118529,Kim Hye-Gyeong,17.0,165.0,59.0,KOR,1968,Grenoble,Figure Skating,Figure Skating Women's Singles,no medal,1,1
119054,Kim Song-Suk,22.0,161.31335149863762,51.11940298507463,PRK,1988,Calgary,Figure Skating,Figure Skating Women's Singles,no medal,1,1
119245,Kim Yong-Suk,26.0,150.0,48.0,PRK,2006,Torino,Figure Skating,Figure Skating Women's Singles,no medal,1,1
119254,Yu-Na Kim,19.0,165.0,47.0,KOR,2010,Vancouver,Figure Skating,Figure Skating Women's Singles,Gold,2,1
119255,Yu-Na Kim,23.0,165.0,47.0,KOR,2014,Sochi,Figure Skating,Figure Skating Women's Singles,Silver,2,2
120153,Ilse Kishauer (-Gaste),21.162721893491124,156.74261603375527,46.94009216589862,GER,1928,Sankt Moritz,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
121350,Sonya Helen Klopfer (-Dunfield),17.0,161.31335149863762,51.11940298507463,USA,1952,Oslo,Figure Skating,Figure Skating Women's Singles,no medal,1,1
121921,Ko Ok-Ran,16.0,156.74261603375527,46.94009216589862,PRK,1992,Albertville,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
122930,Tanja Kolbe,23.0,169.0,51.01052631578948,GER,2014,Sochi,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,1,1
124017,Mojca Kopa,16.0,161.0,52.0,SLO,1992,Albertville,Figure Skating,Figure Skating Women's Singles,no medal,3,1
124018,Mojca Kopa,22.0,161.0,52.0,SLO,1998,Nagano,Figure Skating,Figure Skating Women's Singles,no medal,3,2
124019,Mojca Kopa,26.0,161.0,52.0,SLO,2002,Salt Lake City,Figure Skating,Figure Skating Women's Singles,no medal,3,3
124540,Kiira Linda Katriina Korpi,17.0,166.0,58.0,FIN,2006,Torino,Figure Skating,Figure Skating Women's Singles,no medal,2,1
124541,Kiira Linda Katriina Korpi,21.0,166.0,58.0,FIN,2010,Vancouver,Figure Skating,Figure Skating Women's Singles,no medal,2,2
125028,Kateryna Vasylivna Kostenko,25.0,163.0,51.0,UKR,2010,Vancouver,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
125072,Carolina Kostner,19.0,169.0,60.0,ITA,2006,Torino,Figure Skating,Figure Skating Women's Singles,no medal,3,1
125073,Carolina Kostner,23.0,169.0,60.0,ITA,2010,Vancouver,Figure Skating,Figure Skating Women's Singles,no medal,3,2
125074,Carolina Kostner,26.0,169.0,60.0,ITA,2014,Sochi,Figure Skating,Figure Skating Women's Singles,Bronze,3,3
125075,Carolina Kostner,26.0,169.0,60.0,ITA,2014,Sochi,Figure Skating,Figure Skating Mixed Team,no medal,3,3
125142,Grayna Maria Kostrzewiska (-Osmaska),21.0,163.0,56.0,POL,1972,Sapporo,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
125783,Kateina Kovalov,23.0,164.0,51.0,CZE,2002,Salt Lake City,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,1,1
125823,Radka Kovakov,18.0,161.0,47.0,CZE,1994,Lillehammer,Figure Skating,Figure Skating Mixed Pairs,no medal,2,2
126251,Erika Kraft,20.0,161.31335149863762,51.11940298507463,GER,1952,Oslo,Figure Skating,Figure Skating Women's Singles,no medal,1,1
126439,Maria Krasiltseva,16.0,163.0,46.94009216589862,ARM,1998,Nagano,Figure Skating,Figure Skating Mixed Pairs,no medal,2,1
126440,Maria Krasiltseva,20.0,163.0,46.94009216589862,ARM,2002,Salt Lake City,Figure Skating,Figure Skating Mixed Pairs,no medal,2,2
126542,Carolyn Patricia Krau,12.0,137.0,36.0,GBR,1956,Cortina d'Ampezzo,Figure Skating,Figure Skating Mixed Pairs,no medal,2,1
126543,Carolyn Patricia Krau,16.0,137.0,36.0,GBR,1960,Squaw Valley,Figure Skating,Figure Skating Women's Singles,no medal,2,2
127003,Nathalie Krieg (-Villard),16.0,161.31335149863762,51.11940298507463,SUI,1994,Lillehammer,Figure Skating,Figure Skating Women's Singles,no medal,1,1
127208,Claudia Kristofics-Binder,14.0,170.0,50.0,AUT,1976,Innsbruck,Figure Skating,Figure Skating Women's Singles,no medal,2,1
127209,Claudia Kristofics-Binder,18.0,170.0,50.0,AUT,1980,Lake Placid,Figure Skating,Figure Skating Women's Singles,no medal,2,2
127836,Anzhelika Alekseyevna Krylova,20.0,171.0,56.0,RUS,1994,Lillehammer,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,2,1
127837,Anzhelika Alekseyevna Krylova,24.0,171.0,56.0,RUS,1998,Nagano,Figure Skating,Figure Skating Mixed Ice Dancing,Silver,2,2
128136,Grete Kubitschek,19.322222222222223,161.31335149863762,51.11940298507463,AUT,1928,Sankt Moritz,Figure Skating,Figure Skating Women's Singles,no medal,1,1
128289,Natasha Maria Hanako Kuchiki,15.0,159.0,50.0,USA,1992,Albertville,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
128859,Lenka Kulovan,19.0,171.0,55.0,CZE,1994,Lillehammer,Figure Skating,Figure Skating Women's Singles,no medal,3,2
128860,Lenka Kulovan,23.0,171.0,55.0,CZE,1998,Nagano,Figure Skating,Figure Skating Women's Singles,no medal,3,3
129060,Melinda Kunhegyi (-Farrington),18.0,165.0,55.0,CAN,1984,Sarajevo,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
129202,Karin Knzle,21.0,162.0,50.0,SUI,1976,Innsbruck,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
130080,Michelle Wingshan Kwan (-Pell),17.0,157.0,49.0,USA,1998,Nagano,Figure Skating,Figure Skating Women's Singles,Silver,2,1
130081,Michelle Wingshan Kwan (-Pell),21.0,157.0,49.0,USA,2002,Salt Lake City,Figure Skating,Figure Skating Women's Singles,Bronze,2,2
130796,Sonia Lafuente Martnez,18.0,162.0,50.0,ESP,2010,Vancouver,Figure Skating,Figure Skating Women's Singles,no medal,1,1
131127,"Margareta ""Grete"" Lainer",21.0,161.31335149863762,51.11940298507463,AUT,1936,Garmisch-Partenkirchen,Figure Skating,Figure Skating Women's Singles,no medal,1,1
131724,"Elisabeth Charlotte Valrie Maria Luise Margarete ""Liselotte"" Landbeck (-Verdun- -Eykens)",20.0,161.31335149863762,51.11940298507463,BEL,1936,Garmisch-Partenkirchen,Figure Skating,Figure Skating Women's Singles,no medal,1,1
131930,Naomi Rose Lang (-Fitzgerald),23.0,167.0,53.0,USA,2002,Salt Lake City,Figure Skating,Figure Skating Mixed Ice Dancing,no medal,1,1
132130,Anabelle Langlois (-Hay),20.0,149.0,44.0,CAN,2002,Salt Lake City,Figure Skating,Figure Skating Mixed Pairs,no medal,2,1
132131,Anabelle Langlois (-Hay),28.0,149.0,44.0,CAN,2010,Vancouver,Figure Skating,Figure Skating Mixed Pairs,no medal,2,2
132222,Micheline E. R. M. Lannoy (-MacAulay),22.0,156.74261603375527,46.94009216589862,BEL,1948,Sankt Moritz,Figure Skating,Figure Skating Mixed Pairs,Gold,1,1
132554,Jacinthe Larivire,20.0,153.0,47.0,CAN,2002,Salt Lake City,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
133445,Julia Lautowa,16.0,164.0,51.0,AUT,1998,Nagano,Figure Skating,Figure Skating Women's Singles,no medal,1,1
133595,Yuliya Lavrenchuk,19.0,167.0,54.0,UKR,1998,Nagano,Figure Skating,Figure Skating Women's Singles,no medal,1,1
133599,Yuliya Lavrentieva,16.0,155.0,49.0,UKR,2014,Sochi,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
133600,Yuliya Lavrentieva,16.0,155.0,49.0,UKR,2014,Sochi,Figure Skating,Figure Skating Mixed Team,no medal,1,1
133723,Paige Lawrence,23.0,153.0,47.0,CAN,2014,Sochi,Figure Skating,Figure Skating Mixed Pairs,no medal,1,1
134339,Yulia Lebedeva,23.0,165.0,51.11940298507463,ARM,2002,Salt Lake City,Figure Skating,Figure Skating Women's Singles,no medal,1,1
134772,Cheltzie Lee,16.0,154.0,50.0,AUS,2010,Vancouver,Figure Skating,Figure Skating Women's Singles,no medal,1,1
134866,Lee Eun-Hee,16.0,161.31335149863762,51.11940298507463,KOR,1992,Albertville,Figure Skating,Figure Skating Women's Singles,no medal,1,1
135038,Lee Hyeon-Ju,14.0,143.0,34.0,KOR,1968,Grenoble,Figure Skating,Figure Skating Women's Singles,no medal,1,1
