,Name,Age,Height,Weight,NOC,Year,City,Sport,Event,Medal,Times_Participated,Participation_Number
207251,Mria Sary,19.0,161.31335149863762,51.11940298507463,HUN,1948,Sankt Moritz,Figure Skating,Figure Skating Women's Singles,no medal,1,1
207747,"Marion ""Penny"" Sage",16.0,161.31335149863762,51.11940298507463,RSA,1960,Squaw Valley,Figure Skating,Figure Skating Women's Singles,no medal,1,1
211193,Yuka Sato (-Dungjen),18.0,152.0,49.0,JPN,1992,Albertville,Figure Skating,Figure Skating Women's Singles,no medal,2,1
211194,Yuka Sato (-Dungjen),20.0,152.0,49.0,JPN,1994,Lillehammer,Figure Skating,Figure Skating Women's Singles,no medal,2,2
212562,Bianca Schenk (-Maunders),17.0,161.31335149863762,51.11940298507463,AUT,1936,Garmisch-Partenkirchen,Figure Skating,Figure Skating Women's Singles,no medal,1,1
212835,Annelies Schilhan,15.0,161.31335149863762,51.11940298507463,AUT,1952,Oslo,Figure Skating,Figure Skating Women's Singles,no medal,1,1
213199,Stfanie Schmid,19.0,165.0,53.0,SUI,1988,Calgary,Figure Skating,Figure Skating Women's Singles,no medal,1,1
213260,Franziska Schmidt,16.0,161.31335149863762,51.11940298507463,SUI,1960,Squaw Valley,Figure Skating,Figure Skating Women's Singles,no medal,2,1
213261,Franziska Schmidt,20.0,161.31335149863762,51.11940298507463,SUI,1964,Innsbruck,Figure Skating,Figure Skating Women's Singles,no medal,2,2
214274,"Beatrix ""Trixi"" Schuba",16.0,170.0,67.0,AUT,1968,Grenoble,Figure Skating,Figure Skating Women's Singles,no medal,2,1
214275,"Beatrix ""Trixi"" Schuba",20.0,170.0,67.0,AUT,1972,Sapporo,Figure Skating,Figure Skating Women's Singles,Gold,2,2
214864,"Elisabeth ""Sissy"" Schwarz (-Bollenberger)",15.0,161.31335149863762,51.11940298507463,AUT,1952,Oslo,Figure Skating,Figure Skating Women's Singles,no medal,2,1
215084,Barbara Ann Scott (-King),19.0,161.31335149863762,51.11940298507463,CAN,1948,Sankt Moritz,Figure Skating,Figure Skating Women's Singles,Gold,1,1
215147,Jean Atkinson Scott,20.0,161.0,53.0,GBR,1972,Sapporo,Figure Skating,Figure Skating Women's Singles,no medal,1,1
215343,Jlia Sebestyn,16.0,164.0,66.0,HUN,1998,Nagano,Figure Skating,Figure Skating Women's Singles,no medal,4,1
215344,Jlia Sebestyn,20.0,164.0,66.0,HUN,2002,Salt Lake City,Figure Skating,Figure Skating Women's Singles,no medal,4,2
215345,Jlia Sebestyn,24.0,164.0,66.0,HUN,2006,Torino,Figure Skating,Figure Skating Women's Singles,no medal,4,3
215346,Jlia Sebestyn,28.0,164.0,66.0,HUN,2010,Vancouver,Figure Skating,Figure Skating Women's Singles,no medal,4,4
215783,Eileen Seigh (-Honnen),19.0,161.31335149863762,51.11940298507463,USA,1948,Sankt Moritz,Figure Skating,Figure Skating Women's Singles,no medal,1,1
216391,"Helene ""Helli"" Sengstschmid (-Tunner)",19.0,167.0,57.0,AUT,1964,Innsbruck,Figure Skating,Figure Skating Women's Singles,no medal,1,1
217070,"Gabriele Seyfert (-Rger, -Messerschmidt, -Krner)",15.0,160.0,47.0,GER,1964,Innsbruck,Figure Skating,Figure Skating Women's Singles,no medal,2,1
217731,Aileen Shaw (-Nash),14.0,161.31335149863762,51.11940298507463,AUS,1960,Squaw Valley,Figure Skating,Figure Skating Women's Singles,no medal,1,1
217763,Gertrude Kathleen Shaw,21.0,161.31335149863762,51.11940298507463,GBR,1924,Chamonix,Figure Skating,Figure Skating Women's Singles,no medal,2,1
217764,Gertrude Kathleen Shaw,25.0,161.31335149863762,51.11940298507463,GBR,1928,Sankt Moritz,Figure Skating,Figure Skating Women's Singles,no medal,2,2
218232,Yvonne Claire Sherman (-Tutt),17.0,161.31335149863762,51.11940298507463,USA,1948,Sankt Moritz,Figure Skating,Figure Skating Women's Singles,no medal,1,1
218631,Shin Hae-Sook,22.0,161.31335149863762,51.11940298507463,KOR,1980,Lake Placid,Figure Skating,Figure Skating Women's Singles,no medal,1,1
220304,Karen Simensen (-Klboe),20.0,161.31335149863762,51.11940298507463,NOR,1928,Sankt Moritz,Figure Skating,Figure Skating Women's Singles,no medal,1,1
223037,Irina Eduardovna Slutskaya,18.0,160.0,49.0,RUS,1998,Nagano,Figure Skating,Figure Skating Women's Singles,no medal,3,1
223038,Irina Eduardovna Slutskaya,23.0,160.0,49.0,RUS,2002,Salt Lake City,Figure Skating,Figure Skating Women's Singles,Silver,3,2
223039,Irina Eduardovna Slutskaya,27.0,160.0,49.0,RUS,2006,Torino,Figure Skating,Figure Skating Women's Singles,Bronze,3,3
223430,Cecile Elaine Eustace Smith (-Hedstrom),15.0,161.31335149863762,51.11940298507463,CAN,1924,Chamonix,Figure Skating,Figure Skating Women's Singles,no medal,2,1
223432,Cecile Elaine Eustace Smith (-Hedstrom),19.0,161.31335149863762,51.11940298507463,CAN,1928,Sankt Moritz,Figure Skating,Figure Skating Women's Singles,no medal,2,2
223685,Marlene Elisabeth Smith,20.0,161.31335149863762,51.11940298507463,CAN,1952,Oslo,Figure Skating,Figure Skating Women's Singles,no medal,1,1
223839,Vera Virginia Smith (-Humpage),19.0,161.31335149863762,51.11940298507463,CAN,1952,Oslo,Figure Skating,Figure Skating Women's Singles,no medal,1,1
224572,Yelena Sergeyevna Sokolova,17.0,162.0,51.0,RUS,1998,Nagano,Figure Skating,Figure Skating Women's Singles,no medal,2,1
224573,Yelena Sergeyevna Sokolova,25.0,162.0,51.0,RUS,2006,Torino,Figure Skating,Figure Skating Women's Singles,no medal,2,2
224644,"Ingeborg ""Inge"" Solar",21.0,161.31335149863762,51.11940298507463,AUT,1948,Sankt Moritz,Figure Skating,Figure Skating Women's Singles,no medal,1,1
224724,Yuliya Nikolayevna Soldatova,20.0,160.0,52.0,BLR,2002,Salt Lake City,Figure Skating,Figure Skating Women's Singles,no medal,1,1
225576,Adelina Dmitriyevna Sotnikova,17.0,163.0,51.11940298507463,RUS,2014,Sochi,Figure Skating,Figure Skating Women's Singles,Gold,1,1
227677,Sally-Anne Martine Stapleford,18.0,162.0,54.0,GBR,1964,Innsbruck,Figure Skating,Figure Skating Women's Singles,no medal,2,1
227678,Sally-Anne Martine Stapleford,22.0,162.0,54.0,GBR,1968,Grenoble,Figure Skating,Figure Skating Women's Singles,no medal,2,2
228906,"Hedwig ""Hedy"" Stenuf (-Perry-Smith, -Byram)",13.0,161.31335149863762,51.11940298507463,AUT,1936,Garmisch-Partenkirchen,Figure Skating,Figure Skating Women's Singles,no medal,1,1
230036,"Alida Elisabeth ""Lidy"" Stoppelman",18.0,161.31335149863762,51.11940298507463,NED,1952,Oslo,Figure Skating,Figure Skating Women's Singles,no medal,1,1
231643,Yvonne de Montfort Boyer Sugden,16.0,161.31335149863762,51.11940298507463,GBR,1956,Cortina d'Ampezzo,Figure Skating,Figure Skating Women's Singles,no medal,1,1
231727,Fumie Suguri,21.0,157.0,45.0,JPN,2002,Salt Lake City,Figure Skating,Figure Skating Women's Singles,no medal,2,1
231728,Fumie Suguri,25.0,157.0,45.0,JPN,2006,Torino,Figure Skating,Figure Skating Women's Singles,no medal,2,2
232109,Rosalynn Diane Sumners (-Kain),19.0,155.0,47.0,USA,1984,Sarajevo,Figure Skating,Figure Skating Women's Singles,Silver,1,1
232842,Akiko Suzuki,24.0,160.0,47.0,JPN,2010,Vancouver,Figure Skating,Figure Skating Women's Singles,no medal,2,1
232843,Akiko Suzuki,28.0,160.0,47.0,JPN,2014,Sochi,Figure Skating,Figure Skating Women's Singles,no medal,2,2
234302,Tanja Szewczenko,16.0,153.0,46.0,GER,1994,Lillehammer,Figure Skating,Figure Skating Women's Singles,no medal,1,1
234594,Zuzanna Szwed (-Parchem),14.0,155.0,48.0,POL,1992,Albertville,Figure Skating,Figure Skating Women's Singles,no medal,1,1
235327,Marilyn Ruth Take (-Wittstock),19.0,167.0,51.11940298507463,CAN,1948,Sankt Moritz,Figure Skating,Figure Skating Women's Singles,no medal,1,1
237141,Megan Olwen Devenish Taylor (-Mandeville-Ellis),11.0,157.0,51.11940298507463,GBR,1932,Lake Placid,Figure Skating,Figure Skating Women's Singles,no medal,1,1
237330,Tamara Tglssy,19.0,161.31335149863762,51.11940298507463,HUN,1988,Calgary,Figure Skating,Figure Skating Women's Singles,no medal,1,1
237490,Karin Doris Telser,17.0,155.0,45.0,ITA,1984,Sarajevo,Figure Skating,Figure Skating Women's Singles,no medal,1,1
238161,Sandra Tewkesbury (-Ritchie),18.0,161.31335149863762,51.11940298507463,CAN,1960,Squaw Valley,Figure Skating,Figure Skating Women's Singles,no medal,1,1
238929,"Debra Janine ""Debi"" Thomas",20.0,167.0,53.0,USA,1988,Calgary,Figure Skating,Figure Skating Women's Singles,Bronze,1,1
239447,Kay Thomson,19.0,160.0,48.0,CAN,1984,Sarajevo,Figure Skating,Figure Skating Women's Singles,no medal,1,1
239967,Carla Tichatscheck,19.0,161.31335149863762,51.11940298507463,ITA,1960,Squaw Valley,Figure Skating,Figure Skating Women's Singles,no medal,1,1
242012,Anisette Torp-Lind (-Gent),20.0,161.31335149863762,51.11940298507463,DEN,1992,Albertville,Figure Skating,Figure Skating Women's Singles,no medal,1,1
242992,Rita Anna Angela Trapanese,16.0,155.0,50.0,ITA,1968,Grenoble,Figure Skating,Figure Skating Women's Singles,no medal,2,1
242993,Rita Anna Angela Trapanese,20.0,155.0,50.0,ITA,1972,Sapporo,Figure Skating,Figure Skating Women's Singles,no medal,2,2
243238,Jill Ann Trenary (-Dean),19.0,162.0,52.0,USA,1988,Calgary,Figure Skating,Figure Skating Women's Singles,no medal,1,1
245899,Junko Ueno (-Hiramata),17.0,164.0,56.0,JPN,1960,Squaw Valley,Figure Skating,Figure Skating Women's Singles,no medal,2,1
245900,Junko Ueno (-Hiramata),21.0,164.0,56.0,JPN,1964,Innsbruck,Figure Skating,Figure Skating Women's Singles,no medal,2,2
246063,Albta Ukolov,15.0,171.0,56.0,CZE,2014,Sochi,Figure Skating,Figure Skating Women's Singles,no medal,1,1
250544,Olga Vassiljeva,14.0,170.0,51.11940298507463,EST,1992,Albertville,Figure Skating,Figure Skating Women's Singles,no medal,1,1
253139,Maribel Yerxa Vinson (-Owen),16.0,161.31335149863762,51.11940298507463,USA,1928,Sankt Moritz,Figure Skating,Figure Skating Women's Singles,no medal,3,1
253140,Maribel Yerxa Vinson (-Owen),20.0,161.31335149863762,51.11940298507463,USA,1932,Lake Placid,Figure Skating,Figure Skating Women's Singles,Bronze,3,2
253141,Maribel Yerxa Vinson (-Owen),24.0,161.31335149863762,51.11940298507463,USA,1936,Garmisch-Partenkirchen,Figure Skating,Figure Skating Women's Singles,no medal,3,3
253927,Viktoriya Yevgeniyevna Volchkova,19.0,168.0,52.0,RUS,2002,Salt Lake City,Figure Skating,Figure Skating Women's Singles,no medal,1,1
254218,va von Botond,14.0,161.31335149863762,51.11940298507463,HUN,1936,Garmisch-Partenkirchen,Figure Skating,Figure Skating Women's Singles,no medal,1,1
254515,Charlene G. von Saher,19.0,167.0,55.0,GBR,1994,Lillehammer,Figure Skating,Figure Skating Women's Singles,no medal,1,1
254670,Yuliya Valeryevna Vorobyova,23.0,163.0,53.0,AZE,1998,Nagano,Figure Skating,Figure Skating Women's Singles,no medal,2,2
255390,Frances Muriel T. Waghorn (-Robinson),17.0,167.0,56.0,GBR,1968,Grenoble,Figure Skating,Figure Skating Women's Singles,no medal,1,1
255406,Ashley Elisabeth Wagner,22.0,160.0,52.0,USA,2014,Sochi,Figure Skating,Figure Skating Women's Singles,no medal,1,1
256209,Charlotte Walter,16.0,167.0,53.0,SUI,1968,Grenoble,Figure Skating,Figure Skating Women's Singles,no medal,2,1
256210,Charlotte Walter,20.0,167.0,53.0,SUI,1972,Sapporo,Figure Skating,Figure Skating Women's Singles,no medal,2,2
256214,Hanna Walter (-Eisenschimmel),16.0,161.31335149863762,51.11940298507463,AUT,1956,Cortina d'Ampezzo,Figure Skating,Figure Skating Women's Singles,no medal,1,1
257162,Carol-Ann Warner,18.0,164.0,56.0,GBR,1964,Innsbruck,Figure Skating,Figure Skating Women's Singles,no medal,1,1
257380,Emi Catherine Watanabe,16.0,152.0,45.0,JPN,1976,Innsbruck,Figure Skating,Figure Skating Women's Singles,no medal,2,1
257381,Emi Catherine Watanabe,20.0,152.0,45.0,JPN,1980,Lake Placid,Figure Skating,Figure Skating Women's Singles,no medal,2,2
258105,Kristiina Marketta Wegelius (-Fitzpatrick),19.0,162.0,51.0,FIN,1980,Lake Placid,Figure Skating,Figure Skating Women's Singles,no medal,1,1
258272,Estelle D. Weigel (-Schmitt),21.0,161.31335149863762,51.11940298507463,USA,1936,Garmisch-Partenkirchen,Figure Skating,Figure Skating Women's Singles,no medal,1,1
258274,Louise E. Weigel (-Atwill),19.0,161.31335149863762,51.11940298507463,USA,1932,Lake Placid,Figure Skating,Figure Skating Women's Singles,no medal,2,1
258275,Louise E. Weigel (-Atwill),23.0,161.31335149863762,51.11940298507463,USA,1936,Garmisch-Partenkirchen,Figure Skating,Figure Skating Women's Singles,no medal,2,2
258423,Nathalie Weinzierl,19.0,159.0,51.11940298507463,GER,2014,Sochi,Figure Skating,Figure Skating Women's Singles,no medal,1,1
258613,Theresa Weld-Blanchard (-Barnes),30.0,161.31335149863762,51.11940298507463,USA,1924,Chamonix,Figure Skating,Figure Skating Women's Singles,no medal,3,2
258615,Theresa Weld-Blanchard (-Barnes),34.0,161.31335149863762,51.11940298507463,USA,1928,Sankt Moritz,Figure Skating,Figure Skating Women's Singles,no medal,3,3
258880,Ingrid Wendl (-Turkovi),15.0,161.31335149863762,51.11940298507463,AUT,1956,Cortina d'Ampezzo,Figure Skating,Figure Skating Women's Singles,Bronze,1,1
260987,Isadora Marie Williams,17.0,156.0,47.0,BRA,2014,Sochi,Figure Skating,Figure Skating Women's Singles,no medal,1,1
261543,Mary L. Wilson,19.0,161.31335149863762,51.11940298507463,AUS,1960,Squaw Valley,Figure Skating,Figure Skating Women's Singles,no medal,1,1
261627,Constance Montgomery Wilson-Samuel (-Slatkin),20.0,165.0,59.0,CAN,1928,Sankt Moritz,Figure Skating,Figure Skating Women's Singles,no medal,3,1
261628,Constance Montgomery Wilson-Samuel (-Slatkin),24.0,165.0,59.0,CAN,1932,Lake Placid,Figure Skating,Figure Skating Women's Singles,no medal,3,2
261630,Constance Montgomery Wilson-Samuel (-Slatkin),28.0,165.0,59.0,CAN,1936,Garmisch-Partenkirchen,Figure Skating,Figure Skating Women's Singles,no medal,3,3
261909,"Elaine ""Elly"" Winter",32.0,161.31335149863762,51.11940298507463,GER,1928,Sankt Moritz,Figure Skating,Figure Skating Women's Singles,no medal,1,1
262038,"Suzanne ""Susi"" Wirz",20.0,161.31335149863762,51.11940298507463,SUI,1952,Oslo,Figure Skating,Figure Skating Women's Singles,no medal,1,1
262131,Katarina Witt,28.0,165.0,55.0,GER,1994,Lillehammer,Figure Skating,Figure Skating Women's Singles,no medal,3,3
262637,Charlene Wong,21.0,165.0,52.0,CAN,1988,Calgary,Figure Skating,Figure Skating Women's Singles,no medal,1,1
263611,Barbara Florence Amelia Wyatt (-Hardy),21.0,161.31335149863762,51.11940298507463,GBR,1952,Oslo,Figure Skating,Figure Skating Women's Singles,no medal,1,1
264110,Junko Yaginuma,14.0,157.0,44.0,JPN,1988,Calgary,Figure Skating,Figure Skating Women's Singles,no medal,1,1
264335,"Kristine Tsuya ""Kristi"" Yamaguchi (-Hedican)",20.0,152.0,42.0,USA,1992,Albertville,Figure Skating,Figure Skating Women's Singles,Gold,1,1
264507,Kazumi Yamashita (-Oonishi),19.0,166.0,57.0,JPN,1968,Grenoble,Figure Skating,Figure Skating Women's Singles,no medal,2,1
264508,Kazumi Yamashita (-Oonishi),23.0,166.0,57.0,JPN,1972,Sapporo,Figure Skating,Figure Skating Women's Singles,no medal,2,2
266782,Yun Hyo-Jin,16.0,161.31335149863762,51.11940298507463,KOR,1976,Innsbruck,Figure Skating,Figure Skating Women's Singles,no medal,1,1
268113,Elaine Kathryn Zayak,18.0,157.0,50.0,USA,1984,Sarajevo,Figure Skating,Figure Skating Women's Singles,no medal,1,1
268481,Irena Zemanov,16.0,166.0,48.0,CZE,1994,Lillehammer,Figure Skating,Figure Skating Women's Singles,no medal,1,1
268817,Zhang Kexin,18.0,153.0,43.0,CHN,2014,Sochi,Figure Skating,Figure Skating Women's Singles,no medal,1,1
268932,Stephanie Zhang,16.0,167.0,56.0,AUS,2002,Salt Lake City,Figure Skating,Figure Skating Women's Singles,no medal,1,1
269080,Zhao Guona,15.0,161.31335149863762,51.11940298507463,CHN,1994,Lillehammer,Figure Skating,Figure Skating Women's Singles,no medal,1,1
269658,Miriam Ziegler,15.0,154.0,47.0,AUT,2010,Vancouver,Figure Skating,Figure Skating Women's Singles,no medal,2,1
269960,Monika Zingg,20.0,168.0,56.0,SUI,1964,Innsbruck,Figure Skating,Figure Skating Women's Singles,no medal,1,1
